PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
4878294,"Jalen Pickett",3000,PG/SG,DEN,UTA,161839,1136567,,23,7.84,2.57,2.12,1.61,0.87,0.39,0.24,9.96,10.41,12.53,0.63,4.69,3.4,1.32,4.23,0.43,0.35,7.63,2.93,15.12,15.12,15.86,5.29,32.29%,145,149,MON,87084,30,4878294,10.07,22.61,13.73,13.73,11.15,9.82,13.34,15.86,18.63,22.66,24.42,31.72,
4878295,"Julian Strawther",4400,SG/SF,DEN,UTA,161839,1241584,,26,10.62,3.64,1.91,1.26,1.15,1.21,0.48,12.53,14.26,16.17,1.69,5.55,5.57,2.52,3.74,2.23,1.8,9.31,3.78,21.77,21.77,21.47,4.88,14.51%,145,149,MON,149531,31,4878295,15.01,28.79,15.93,15.93,9.5,15.16,18.94,21.47,24.5,29.05,31.07,38.9,
6412778,"Kenneth Simpson",3000,PG,DEN,UTA,161839,1323636,,5.5,1.98,0.62,1.17,0.26,0.37,0.31,0,3.15,2.6,3.77,0.31,1.79,1.29,0.44,0.94,0.43,0.32,2.23,0.7,5.04,5.04,5.08,1.69,0.05%,145,149,MON,179420,32,6412778,2.03,8.84,0,0,0,2.03,3.56,5.08,6.6,8.89,9.91,14.99,
6412857,"DaRon Holmes",3000,C,DEN,UTA,161839,1334228,,2,1.1,0.38,0.08,0.26,0.06,0,0.03,1.18,1.48,1.56,0.03,0.46,0.23,0.11,0.62,0.14,0.11,0.85,0.37,1.71,1.71,1.86,0.62,0.51%,145,149,MON,179465,33,6412857,0.49,3.94,0,0,0,0,0,1.86,2.98,5.58,7.07,12.28,
13976,"Draymond Green",5500,PF/C,GSW,LAC,161840,468895,,27.5,9.5,5.36,4.71,1.46,1.98,0.55,0.4,14.21,14.86,19.57,0.95,10.07,4.65,1.91,4.56,1.86,1.28,9.21,3.37,23.87,23.87,24.96,4.54,11.72%,150,151,MON,12401,42,13976,18.2,32.49,11.92,11.92,6.12,18.29,22.24,24.96,27.93,32.62,34.6,43.49,
3005536,"Moses Moody",6300,SF,GSW,LAC,161840,1231366,,31.5,14.26,3.61,2.14,2.69,0.79,0.83,0.37,16.4,17.87,20.01,1.2,5.75,4.45,2.01,6.93,2.79,2.18,11.38,4.7,24.61,24.61,25.34,4.02,1.20%,150,151,MON,149270,44,3005536,18.06,33.66,3.45,3.45,1.91,17.89,22.11,25.34,28.57,33.54,35.53,44.47,
3588138,"Gui Santos",6300,PF,GSW,LAC,161840,1391940,,30,13.76,4.93,3.01,2.18,1.74,1.48,0.58,16.77,18.69,21.7,2.06,7.94,4.96,2.59,5.9,2.88,2.02,10.86,4.77,28.63,28.63,28.82,4.57,12.20%,150,151,MON,195274,45,3588138,21.21,37.29,14.26,14.26,5.74,20.94,25.37,28.82,32.02,37.2,39.17,49.02,
4878334,"Brandin Podziemski",7100,PG/SG,GSW,LAC,161840,1324108,,32,16.06,7.07,4.29,2.42,1.92,1,0.32,20.35,23.13,27.42,1.32,11.36,7.73,3.3,6.66,2.95,2.21,14.39,5.72,33.02,33.02,34.52,4.86,17.71%,150,151,MON,179628,46,4878334,26.2,43.74,20.4,20.4,10.53,26.46,30.99,34.52,38.05,43.84,46.36,56.19,
6412896,"Quinten Post",4100,C,GSW,LAC,161840,1193672,,15,6.08,3.68,1.3,1.35,0.76,0.19,0.31,7.38,9.76,11.06,0.5,4.98,1.84,0.8,3.74,0.56,0.44,5.58,2.15,13.19,13.19,13.93,3.4,0.20%,150,151,MON,92403,47,6412896,8.67,20.1,0.23,0.23,0.42,8.46,11.44,13.93,16.17,20.15,21.64,29.6,
1499,"Al Horford",5600,PF/C,GSW,LAC,161840,280587,,26,9.92,4.98,3.25,2.07,1.01,0.77,0.9,13.17,14.9,18.15,1.67,8.23,3.22,1.49,5.57,0.79,0.71,8.79,3.56,24.77,24.77,24.92,4.45,8.25%,150,151,MON,12158,51,1499,17.91,32.77,11.45,11.45,5.96,17.83,21.74,24.92,27.85,32.49,34.45,43.98,
