PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
6412725,Zaccharie Risacher,4500,SF,ATL,ORL,165306,1432544,,20.5,7.22,4.18,0.75,1.08,0.7,0.86,0.4,7.97,11.4,12.15,1.26,4.93,3.64,1.57,3.07,1.29,0.86,6.71,2.65,16.44,16.44,16.28,3.62,0.33%,135,138,MON,368366,16,6412725,10.64,22.75,0.22,0.22,0,10.59,13.7,16.28,18.86,22.74,24.55,32.04,
1115132,Nic Claxton,5700,C,BKN,POR,165307,1061682,,22.5,9.92,5.69,2.76,0.05,1.24,0.68,0.6,12.68,15.61,18.37,1.28,8.45,7.08,4.01,0.24,3.09,1.76,7.32,4.06,23.49,23.49,23.17,4.06,0.45%,126,147,MON,71024,22,1115132,16.95,30.1,0.23,0.23,0,17.18,20.57,23.17,25.77,30.2,32.02,39.57,
3005396,Ziaire Williams,4700,SF,BKN,POR,165307,1231313,,22.5,9.9,3.14,1.4,1.68,1.13,1.39,0.2,11.3,13.04,14.44,1.59,4.54,3.23,1.39,4.98,2.45,2.09,8.21,3.07,19.41,19.41,19.38,4.12,0.23%,126,147,MON,149033,25,3005396,12.91,26.81,0.75,0.75,0,12.57,16.5,19.38,22.26,26.71,28.55,36.66,
3587751,Ochai Agbaji,3300,SG/SF,BKN,POR,165307,1132831,,6,2.46,1.03,0.48,0.33,0.37,0.24,0.12,2.94,3.49,3.97,0.36,1.51,1.28,0.63,1.02,0.29,0.21,2.3,0.96,5.13,5.13,5.17,1.57,0.18%,126,147,MON,72696,27,3587751,2.06,9.32,0,0,0,2.18,3.81,5.17,6.8,9.25,10.34,16.06,
3587995,E.J. Liddell,3900,C,BKN,POR,165307,1176246,,15,6.24,4.15,1.23,1.14,0.76,0.36,0.2,7.47,10.39,11.62,0.56,5.38,2.12,1.15,3.23,0.67,0.52,5.35,2.29,13.99,13.99,14.58,3.74,0.50%,126,147,MON,89615,28,3587995,9.17,20.86,0.13,0.13,0,8.95,12.02,14.58,16.88,20.72,22.25,29.93,
3588057,Josh Minott,4300,PF/C,BKN,POR,165307,1324299,,22,12.65,4.24,1.02,2.15,2.4,1.35,0.38,13.67,16.89,17.91,1.73,5.26,4.55,2.15,5.44,2.35,1.91,9.99,4.3,22.06,22.06,22.82,5.31,9.52%,126,147,MON,179736,29,3588057,15.65,30.87,9.17,9.17,0,15.56,19.45,22.82,25.93,31.12,32.93,42.53,
3597454,Tyson Etienne,3900,PG/SG,BKN,POR,165307,1175318,,24.5,12.21,1.83,2.74,3.25,1.55,0.06,0.02,14.95,14.04,16.78,0.08,4.57,1.24,0.4,10.22,2.14,1.67,11.46,3.65,17.21,17.21,19.62,5.03,6.52%,126,147,MON,90201,30,3597454,12.53,27.73,6.61,6.61,0,12.65,16.52,19.62,22.72,27.62,29.69,38.72,
4878198,Jalen Wilson,3500,SF,BKN,POR,165307,1174884,,6,2.76,0.77,0.39,0.47,0.25,0.18,0.03,3.15,3.53,3.92,0.21,1.16,0.98,0.4,1.35,0.71,0.56,2.33,0.87,4.65,4.65,4.84,1.38,0.05%,126,147,MON,90541,32,4878198,1.54,9.01,0,0,0,1.61,3.5,4.84,6.45,8.87,10.22,15.6,
8985497,Drake Powell,3900,SG,BKN,POR,165307,1542179,,27,8.81,3.04,2.47,1.22,1.95,0.52,0.13,11.28,11.85,14.32,0.65,5.51,3.81,1.54,4.19,2.27,2.05,8,2.76,16.16,16.16,17.25,4.42,0.56%,126,147,MON,503267,34,8985497,11.32,24.03,1.53,1.53,0,11.33,14.68,17.25,19.82,23.94,25.75,33.47,
8985499,Danny Wolf,5900,PF/C,BKN,POR,165307,1415928,,27,14.79,6.72,2.65,2.04,2.12,0.74,0.84,17.44,21.51,24.16,1.58,9.37,6.81,2.79,6.38,3.93,3.07,13.19,4.83,29.45,29.45,30.44,5.16,16.37%,126,147,MON,247158,36,8985499,22.59,39.3,15.53,15.53,0,22.77,26.86,30.44,34.02,39.39,41.7,50.9,
8998169,Ben Saraf,4600,PG,BKN,POR,165307,1590554,Q,27,9.06,2.77,4.74,0.72,2.62,0.9,0.16,13.8,11.83,16.57,1.06,7.51,5.73,2.2,3.21,3.15,2.5,8.94,2.92,20.05,20.05,20.81,4.52,0.58%,126,147,MON,622358,37,8998169,14.54,27.63,1.72,1.72,0,14.47,18.02,20.81,23.35,27.41,29.44,37.56,
8998170,Nolan Traore,4500,PG,BKN,POR,165307,1590550,,21,9.8,1.75,3.15,1.21,2.1,0.56,0.35,12.95,11.55,14.7,0.91,4.9,5.9,2.33,3.6,1.94,1.51,9.5,3.54,17.26,17.26,18.09,4.02,0.05%,126,147,MON,622357,38,8998170,11.9,25.03,0.55,0.55,0,11.98,15.29,18.09,20.64,24.97,26.75,35.16,
11247108,Chaney Johnson,4200,PF,BKN,POR,165307,1475170,,19.5,6.61,3.38,0.99,0.59,0.82,0.78,0.08,7.6,9.99,10.98,0.86,4.37,3.6,1.61,1.72,2.19,1.65,5.32,2.2,13.91,13.91,13.93,3.32,0.05%,126,147,MON,263712,39,11247108,8.87,19.7,0.02,0.02,0,8.77,11.61,13.93,16.25,19.61,20.9,27.34,
35181,Jaylen Brown,9100,SG/SF,BOS,PHO,165308,883436,,34,21.62,6.64,4.89,1.76,3.2,1.23,0.37,26.51,28.26,33.15,1.6,11.53,12.36,5.8,5.19,6.16,4.75,17.55,7.56,38.52,38.52,39.92,4.39,4.72%,125,153,MON,28025,41,35181,31.03,49.43,4.36,4.36,0,30.85,36.03,39.92,43.81,49.77,52.1,62.22,
37782,Jayson Tatum,8600,PF,BOS,PHO,165308,937647,,30,21.69,7.23,4.25,2.82,2.1,1.24,0.36,25.94,28.92,33.17,1.6,11.48,9.13,4,8.36,6.2,5.23,17.49,6.82,39.44,39.44,40.88,4.75,11.96%,125,153,MON,38272,42,37782,31.58,50.95,10.05,10.05,0,31.71,36.95,40.88,44.81,51.1,53.98,63.94,
37858,Derrick White,7800,PG,BOS,PHO,165308,796009,,34,15.77,4.48,5.11,2.66,1.51,0.85,1.21,20.88,20.25,25.36,2.06,9.59,6.4,2.66,7.5,2.81,2.48,13.9,5.32,33.48,33.48,33.79,4.33,3.68%,125,153,MON,38299,43,37858,25.47,42.92,4.39,4.39,0,25.15,29.73,33.79,37.09,42.68,44.97,55.39,
2439093,Payton Pritchard,6300,PG/SG,BOS,PHO,165308,945610,,31,14.49,3.59,4.4,2.53,1.51,0.67,0.26,18.89,18.08,22.48,0.93,7.99,6.13,2.8,6.64,1.52,1.3,12.77,5.33,26.68,26.68,27.96,4.44,2.48%,125,153,MON,73477,44,2439093,20.2,36.54,3.63,3.63,0,20.12,24.56,27.96,31.36,36.84,38.93,48.86,
3005208,Luka Garza,3600,C,BOS,PHO,165308,1061057,,14,5.57,3.53,0.66,0.56,0.53,0.31,0.29,6.23,9.1,9.76,0.6,4.19,2.49,1.32,1.44,1.63,1.23,3.93,1.88,12.07,12.07,12.19,3.39,0.05%,125,153,MON,72919,45,3005208,7.44,17.64,0.03,0.03,0,7.26,10.12,12.19,14.01,17.64,18.93,25.42,
3005606,Neemias Queta,6400,C,BOS,PHO,165308,1142902,,27.5,9.56,9.65,1.37,0,1.29,0.68,0.93,10.93,19.21,20.58,1.61,11.02,6.05,3.91,0,2.47,1.74,6.05,3.91,26.74,26.74,26.54,4.15,0.40%,125,153,MON,86307,46,3005606,19.95,34.18,0.81,0.81,0,19.72,23.51,26.54,29.57,34.12,36.4,43.98,
3022247,Sam Hauser,4700,SF/PF,BOS,PHO,165308,922378,,24,9.33,3.89,1.25,2.69,0.43,0.39,0.38,10.58,13.22,14.47,0.77,5.14,1.31,0.55,6.71,0.19,0.18,8.02,3.24,17.75,17.75,18.74,3.99,0.15%,125,153,MON,72761,47,3022247,12.03,26.46,0.87,0.87,0,11.88,15.84,18.74,21.91,26.66,28.77,38.54,
4878181,Jordan Walsh,3000,SF/PF,BOS,PHO,165308,1401388,,5,1.39,1.28,0.1,0.22,0.19,0.06,0.06,1.49,2.67,2.77,0.12,1.38,0.54,0.27,0.6,0.27,0.2,1.14,0.49,3.25,3.25,3.4,1.13,0.05%,125,153,MON,245001,48,4878181,1.03,6.94,0,0,0,1.13,2.27,3.4,4.82,6.8,7.65,12.47,
6412744,Baylor Scheierman,4200,SG,BOS,PHO,165308,1177129,,23.5,6.26,4.59,1.97,1.5,0.85,0.49,0.08,8.23,10.85,12.82,0.57,6.56,1.55,0.66,4.12,0.5,0.42,5.67,2.16,15.58,15.58,16.42,3.91,0.05%,125,153,MON,90655,49,6412744,10.57,23.21,0.44,0.44,0,10.43,13.81,16.42,19.11,23.46,25.02,32.84,
8998149,Hugo Gonzalez,3100,SG/SF,BOS,PHO,165308,1590553,,13,3.11,3.55,0.79,0.47,0.4,0.32,0.57,3.9,6.66,7.45,0.89,4.34,1.59,0.75,1.38,0.38,0.19,2.97,1.22,10.83,10.83,10.55,3.4,0.45%,125,153,MON,622359,50,8998149,6.19,15.72,0.07,0.07,0,6.18,8.49,10.55,12.35,15.7,16.98,22.9,
8998150,Max Shulga,3000,PG,BOS,PHO,165308,1231970,,0.5,0.18,0.06,0.03,0.03,0.02,0.01,0.01,0.21,0.24,0.27,0.02,0.09,0.08,0.04,0.09,0.03,0.03,0.17,0.07,0.34,0.34,0.35,0.12,0.18%,125,153,MON,149588,51,8998150,0.35,0.35,0,0,0,0.15,0.25,0.35,0.45,0.6,0.64,0.67,
8998151,Amari Williams,3000,C,BOS,PHO,165308,1232028,,0.5,0.21,0.13,0.03,0,0.03,0.01,0.02,0.24,0.34,0.37,0.03,0.16,0.15,0.08,0,0.06,0.04,0.15,0.08,0.47,0.47,0.46,0.15,0.05%,125,153,MON,148717,52,8998151,0.46,0.46,0,0,0,0.2,0.33,0.46,0.59,0.79,0.84,0.88,
3583585,Ron Harper,3200,SF/PF,BOS,PHO,165308,1133934,,3,0.92,0.38,0.13,0.25,0.07,0.02,0.06,1.05,1.3,1.43,0.08,0.51,0.18,0.07,0.78,0.05,0.03,0.96,0.32,1.74,1.74,1.84,0.58,0.45%,125,153,MON,69896,56,3583585,0.29,3.75,0,0,0,0,0,1.84,2.94,5.89,6.99,12.51,
35176,Guerschon Yabusele,4900,PF/C,CHI,MEM,165310,920087,,18,7,4.63,1.51,1.15,0.84,0.56,0.16,8.51,11.63,13.14,0.72,6.14,2.79,1.25,3.1,1.48,1.06,5.89,2.4,16.14,16.14,16.65,3.4,0.05%,130,142,MON,28058,59,35176,10.88,23.28,0.04,0.04,0,10.74,14.23,16.65,19.34,23.36,25.24,33.3,
408896,Collin Sexton,5500,SG/SF,CHI,MEM,165310,1061642,Q,22,12.74,2.05,2.47,1.23,1.73,1.04,0.09,15.21,14.79,17.26,1.13,4.52,6.31,3.12,3.11,3.25,2.81,9.42,4.35,20.57,20.57,21.02,3.82,0.05%,130,142,MON,75326,61,408896,14.45,28.28,0.53,0.53,0,14.36,17.94,21.02,23.84,27.94,29.74,38.71,
2439190,Patrick Williams,3500,PF,CHI,MEM,165310,1174904,,21,7.34,2.62,1.93,1.36,0.98,0.42,0.31,9.27,9.96,11.89,0.73,4.55,3.19,1.23,3.76,1.13,0.81,6.95,2.59,14.59,14.59,15.16,4.33,0.63%,130,142,MON,91367,63,2439190,9.85,21.3,2.54,2.54,0,9.88,12.86,15.16,17.46,21.13,22.74,29.86,
2439422,Nick Richards,4400,C,CHI,MEM,165310,1067853,,20.5,10.3,6.96,0.59,0.03,1.76,0.42,0.62,10.89,17.26,17.85,1.04,7.55,6.53,3.74,0.15,3.83,2.71,6.68,3.77,20.9,20.9,21.14,4.8,0.45%,130,142,MON,69992,65,2439422,14.86,28.2,0.44,0.44,0,14.86,18.28,21.14,24,28.28,29.71,37.42,
2439441,Tre Jones,5800,PG/SG,CHI,MEM,165310,1132030,,28,16.35,2.78,5.03,0.97,1.4,0.92,0.21,21.38,19.13,24.16,1.13,7.81,9.14,4.99,2.83,4.18,3.46,11.97,5.96,29.22,29.22,29.45,5.08,15.82%,130,142,MON,161288,66,2439441,22.07,37.56,12.43,12.43,0,22.22,26.09,29.45,32.55,37.72,39.78,49.86,
2439601,Jalen Smith,5200,C,CHI,MEM,165310,1133792,,26,12.86,7.79,1.44,1.95,1.14,0.8,0.53,14.3,20.65,22.09,1.33,9.23,5.07,2.45,5.51,2.81,2.09,10.58,4.4,27.22,27.22,28.03,5.39,26.25%,130,142,MON,70255,67,2439601,20.46,36.74,13.88,13.88,0,20.32,24.69,28.03,31.37,36.77,39.09,48.09,
3007077,Josh Giddey,9000,PG,CHI,MEM,165310,1323503,,33.5,20.93,8.18,9.93,1.74,4.08,1.17,0.38,30.86,29.11,39.04,1.55,18.11,12.4,5.77,4.57,5.4,4.16,16.97,7.51,46.21,46.21,48.95,5.44,34.37%,130,142,MON,165223,68,3007077,39,59.56,50.93,50.93,0,39,44.5,48.95,53.14,59.42,62.3,73.29,
4874401,Leonard Miller,4300,SF/PF,CHI,MEM,165310,1376841,,23.5,9.32,5.17,1.19,0.64,1.32,0.56,0.43,10.51,14.49,15.68,0.99,6.36,5.22,2.88,2.74,1.99,1.66,7.96,3.52,18.96,18.96,19.23,4.47,0.33%,130,142,MON,260189,70,4874401,13.33,25.76,1.84,1.84,0,13.41,16.7,19.23,21.76,25.81,27.58,35.43,
6412799,Matas Buzelis,7700,PF,CHI,MEM,165310,1501940,,32.5,21.72,6.47,2.58,2.32,2.54,0.61,1.27,24.3,28.19,30.77,1.88,9.05,11.99,5.51,6.44,4.71,3.73,18.43,7.83,36.45,36.45,37.46,4.86,11.88%,130,142,MON,368367,71,6412799,28.7,46.96,15.63,15.63,0,28.66,33.69,37.46,41.23,47.01,49.53,59.58,
6413060,Robert Dillingham,4100,PG,CHI,MEM,165310,1429354,,15,5.36,1.9,1.82,0.58,1.2,0.81,0.01,7.18,7.26,9.08,0.82,3.72,4.09,1.58,1.8,0.69,0.48,5.89,2.16,11.63,11.63,11.8,2.88,0.20%,130,142,MON,288775,72,6413060,7.11,17.3,0,0,0,7.13,9.83,11.8,14.01,17.25,18.44,24.58,
13315,Klay Thompson,4000,SG/SF,DAL,NOP,165309,457611,,21.5,11.39,2.05,1.7,2.61,0.99,0.53,0.16,13.09,13.44,15.14,0.69,3.75,3.45,1.43,6.71,0.83,0.7,10.16,4.04,17.48,17.48,18.69,4.67,2.27%,140,143,MON,12329,79,13315,11.96,26.44,4.25,4.25,0,11.94,15.83,18.69,21.55,26.74,28.55,38.16,
13990,Khris Middleton,4700,SF/PF,DAL,NOP,165309,512053,,19,8.67,3.14,2.43,0.94,1.53,0.43,0.03,11.1,11.81,14.24,0.46,5.57,4.67,2.1,2.61,1.91,1.64,7.28,3.04,15.93,15.93,16.87,3.59,0.05%,140,143,MON,12405,81,13990,11.2,23.37,0.16,0.16,0,11.33,14.6,16.87,19.39,23.42,24.93,32.23,
18566,Dwight Powell,3500,C,DAL,NOP,165309,552309,,19,4.63,5.56,0.78,0.04,0.91,0.59,0.68,5.41,10.19,10.97,1.27,6.34,1.95,1.32,0.12,2.79,1.86,2.07,1.36,15.37,15.37,14.86,4.25,0.76%,140,143,MON,12550,82,18566,10.1,20.17,0.28,0.28,0,10.07,12.85,14.86,17.13,20.4,21.66,27.71,
409321,Marvin Bagley,4500,C,DAL,NOP,165309,1076209,,25,12.87,9.14,1.71,0.36,1.57,0.44,0.97,14.58,22.01,23.72,1.41,10.85,8.08,4.76,1,3.33,2.28,9.08,5.12,29.06,29.06,29.52,6.56,46.47%,140,143,MON,75292,83,409321,22.22,37.69,49.9,49.9,0,22.27,26.27,29.52,32.52,37.53,39.53,48.28,
1115314,PJ Washington,5800,PF,DAL,NOP,165309,1067857,,28.5,12.87,5.9,1.7,1.34,1.78,0.86,0.57,14.57,18.77,20.47,1.43,7.6,7.48,3.22,4.01,3.44,2.4,11.49,4.56,25.01,25.01,25.5,4.4,1.50%,140,143,MON,69997,85,1115314,18.53,33.38,2.85,2.85,0,18.43,22.47,25.5,28.28,33.07,35.09,43.68,
1203483,Caleb Martin,3300,SF/PF,DAL,NOP,165309,842969,,16,3.33,2.63,0.72,0.38,0.72,0.64,0.27,4.05,5.96,6.68,0.91,3.35,1.85,0.81,1.11,0.9,0.58,2.96,1.19,9.58,9.58,9.35,2.83,0.20%,140,143,MON,73187,86,1203483,5.29,14.21,0,0,0,5.45,7.53,9.35,11.43,14.54,15.84,21.04,
2484012,Naji Marshall,5900,SG/SF,DAL,NOP,165309,1060704,,28,15.07,4.2,3.14,1.09,1.9,0.85,0.21,18.21,19.27,22.41,1.06,7.34,8.6,4.41,3.61,3.84,2.99,12.21,5.5,26.1,26.1,26.76,4.54,3.40%,140,143,MON,70165,87,2484012,19.64,34.63,4.11,4.11,0,19.3,23.42,26.76,29.59,34.48,36.54,45.8,
3267960,Brandon Williams,5200,PG/SG,DAL,NOP,165309,1134688,,22,12.02,2.82,3.35,0.7,1.89,0.38,0.59,15.37,14.84,18.19,0.97,6.17,6.55,3.15,2.5,4.53,3.61,9.05,3.85,21.45,21.45,21.92,4.22,0.05%,140,143,MON,87233,88,3267960,15.65,28.81,1.38,1.38,0,15.69,19.18,21.92,24.66,28.65,30.39,37.86,
3588176,Max Christie,4600,SG,DAL,NOP,165309,1340703,,27.5,12.33,2.85,1.72,2.22,1.43,0.57,0.18,14.05,15.18,16.9,0.75,4.57,4.4,1.85,5.66,2.26,1.96,10.06,4.07,19.15,19.15,20.37,4.43,0.61%,140,143,MON,179747,89,3588176,13.65,27.94,2.78,2.78,0,13.58,17.35,20.37,23.14,27.91,29.93,38.48,
6413040,AJ Johnson,3000,PG/SG,DAL,NOP,165309,1502175,,1,0.25,0.12,0.04,0.03,0.05,0.01,0,0.29,0.37,0.41,0.01,0.16,0.18,0.06,0.13,0.05,0.04,0.31,0.09,0.43,0.43,0.47,0.16,0.05%,140,143,MON,449000,91,6413040,0.47,0.47,0,0,0,0.2,0.34,0.47,0.6,0.81,0.86,0.9,
6544651,Tyler Smith,,,DAL,NOP,165309,1429357,,1,0.58,0.18,0,0.11,0.05,0,0.02,0.58,0.76,0.76,0.02,0.18,0.16,0.09,0.32,0.08,0.07,0.48,0.2,0.81,0.81,0.88,32,0.00%,140,143,MON,449002,92,6544651,0.88,0.88,0,0,0,0.38,0.63,0.88,1.13,1.51,1.6,1.68,
8985575,Cooper Flagg,8700,PG,DAL,NOP,165309,1519128,,31.5,21.85,6.71,4.91,1.29,2.59,1.01,1.15,26.76,28.56,33.47,2.16,11.62,14.45,6.65,4.37,5.79,4.66,18.82,7.94,41.16,41.16,41.5,4.77,20.99%,140,143,MON,458047,93,8985575,32.78,50.97,20.21,20.21,0,32.8,37.77,41.5,45.23,50.69,53.18,63.37,
13976,Draymond Green,5600,PF/C,GSW,WAS,165305,468895,,29,10.04,5.59,5.97,1.61,2.57,0.83,0.33,16.01,15.63,21.6,1.16,11.56,4.61,1.94,5.01,1.9,1.32,9.62,3.55,26.61,26.61,28.07,5.01,25.53%,150,139,MON,12401,102,13976,21.17,36.04,27.87,27.87,10.23,21.17,25.08,28.07,30.83,35.89,37.96,46.48,
18899,Kristaps Porzingis,5500,PF/C,GSW,WAS,165305,877869,,22,15.94,4.93,1.84,1.84,1.36,0.49,1.48,17.78,20.87,22.71,1.97,6.77,7.03,3.15,4.92,5.08,4.14,11.95,4.99,29.17,29.17,29.07,5.29,18.51%,150,139,MON,12577,103,18899,21.57,37.38,19.84,19.84,12.93,21.8,26.06,29.07,32.33,37.34,39.6,49.37,
3588138,Gui Santos,7300,PF,GSW,WAS,165305,1391940,,30.5,14.74,6.53,3.64,2.33,2.24,1.57,0.54,18.38,21.27,24.91,2.11,10.17,5.85,2.81,6.75,3.07,2.13,12.6,5.14,32.13,32.13,32.78,4.49,0.12%,150,139,MON,195274,105,3588138,24.54,41.82,6.15,6.15,8.75,24.77,29.28,32.78,36.03,41.79,44.04,53.8,
4878334,Brandin Podziemski,8300,PG/SG,GSW,WAS,165305,1324108,,31.5,17.72,6.11,4.64,2.71,1.93,1.01,0.23,22.36,23.83,28.47,1.24,10.75,8.07,3.59,7.3,3.19,2.39,15.37,6.3,33.8,33.8,35.35,4.26,2.07%,150,139,MON,179628,106,4878334,26.8,44.75,3.41,3.41,5.13,26.7,31.28,35.35,38.91,44.51,46.79,57.73,
6412896,Quinten Post,4100,C,GSW,WAS,165305,1193672,,4,2.02,1.07,0.42,0.44,0.24,0.08,0.1,2.44,3.09,3.51,0.18,1.49,0.61,0.27,1.23,0.19,0.15,1.84,0.71,4.23,4.23,4.45,1.09,0.05%,150,139,MON,92403,107,6412896,1.68,6.85,0,0,0,1.41,3.04,4.45,5.62,7.96,8.9,13.12,
8998311,Will Richard,4700,SG/SF,GSW,WAS,165305,1323578,,26.5,10.75,4.63,2.44,1.93,1.16,1.54,0.18,13.19,15.38,17.82,1.72,7.07,3.72,1.74,5.63,1.74,1.46,9.35,3.67,23.97,23.97,24.03,5.11,11.13%,150,139,MON,180292,110,8998311,17.02,31.99,11.55,11.55,25.33,17.13,20.96,24.03,27.1,31.95,34.26,43.46,
36041,Gary Payton II,4500,SG/SF,GSW,WAS,165305,846407,,23,11.34,5.83,2.51,1.11,1.57,1.5,0.28,13.85,17.17,19.68,1.78,8.34,6.65,3.65,3.42,1.03,0.69,10.07,4.76,25.87,25.87,25.79,5.73,27.08%,150,139,MON,31188,113,36041,18.84,33.57,27.66,27.66,30.72,18.71,22.76,25.79,28.82,33.63,35.4,43.99,
409081,De'Anthony Melton,6000,SG/SF,GSW,WAS,165305,946801,,26.5,16.26,4.25,2.93,2.35,1.89,1.62,0.35,19.19,20.51,23.44,1.97,7.18,7.65,3.08,7.64,3.79,3.04,15.29,5.43,29.78,29.78,30.17,5.03,24.10%,150,139,MON,75321,114,409081,22.42,38.84,22.75,22.75,8.38,22.32,26.74,30.17,33.36,38.75,40.96,49.8,
3888921,Pat Spencer,5000,PG,GSW,WAS,165305,1176145,,16.5,6.98,2.29,3.95,0.76,1,0.75,0.09,10.93,9.27,13.22,0.84,6.24,4.55,1.95,2.21,1.04,0.8,6.76,2.71,17.17,17.17,17.33,3.47,0.35%,150,139,MON,90408,116,3888921,11.85,23.57,0.1,0.1,1.53,11.88,14.85,17.33,19.81,23.77,25.25,31.94,
4579356,Jeenathan Williams,3700,SF,GSW,WAS,165305,1138994,,3,1.62,0.33,0.33,0.16,0.2,0.04,0.01,1.95,1.95,2.28,0.05,0.66,0.96,0.45,0.5,0.31,0.23,1.46,0.61,2.46,2.46,2.61,0.71,0.35%,150,139,MON,90892,117,4579356,0.41,5.32,0,0,0,0,1.63,2.61,4.57,6.53,7.83,13.05,
