PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
4878163,"Mouhamed Gueye",3600,PF/C,ATL,WAS,160704,1325101,,26,5.93,7.71,1.83,0.69,0.41,1.65,0.43,7.76,13.64,15.47,2.08,9.54,3.19,1.4,2.48,1.61,1.07,5.67,2.09,23.76,23.76,22.63,6.29,0.19%,135,139,THURS,180180,14,4878163,15.77,30.21,0.77,0.77,29.6,15.69,19.91,22.63,25.65,30.17,32.29,40.43,
6412725,"Zaccharie Risacher",4200,SF,ATL,WAS,160704,1432544,,27.5,11.6,5.15,2.24,1.7,1.23,1.01,0.57,13.84,16.75,18.99,1.58,7.39,5.96,2.54,4.92,2.13,1.41,10.88,4.24,24.65,24.65,24.81,5.91,4.44%,135,139,THURS,368366,16,6412725,17.45,33.09,6.06,6.06,27.43,17.56,21.46,24.81,28.16,33.17,35.4,44.33,
8985462,"Asa Newell",3000,PF/C,ATL,WAS,160704,1524332,,5,2.1,0.78,0.19,0.32,0.16,0.24,0.11,2.29,2.88,3.07,0.35,0.97,0.93,0.48,0.81,0.33,0.18,1.74,0.8,4.21,4.21,4.18,1.39,0%,135,139,THURS,457543,18,8985462,1.45,7.99,0,0,0,2.93,2.93,2.93,2.93,2.93,2.93,2.93,
409154,"Michael Porter Jr.",8500,SF,BKN,SAS,160703,1061724,,31,21.88,6.6,3.4,3.4,1.92,0.89,0.36,25.28,28.48,31.88,1.25,10,9.33,4.34,8.95,3.61,3,18.28,7.74,36.73,36.73,38.75,4.56,4.73%,126,144,THURS,75295,21,409154,29.8,48.48,8.33,8.33,7.05,29.62,35.05,38.75,42.45,48.38,50.84,62.2,
1115132,"Nic Claxton",6600,C,BKN,SAS,160703,1061682,,29,13.12,7.21,3.77,0.06,1.28,0.79,0.62,16.89,20.33,24.1,1.41,10.98,9.04,5.42,0.29,3.7,2.1,9.33,5.48,30.38,30.38,30.32,4.59,1.69%,126,144,THURS,71024,22,1115132,23.37,38.09,3.49,3.49,4.25,23.29,27.17,30.32,33.23,38.08,39.78,47.54,
1115590,"Terance Mann",3900,SG/SF,BKN,SAS,160703,879504,,18.5,5.73,2.22,1.47,0.68,1.05,0.52,0.17,7.2,7.95,9.42,0.69,3.69,2.86,1.45,1.82,1.01,0.8,4.68,2.13,11.62,11.62,11.91,3.05,0.05%,126,144,THURS,74628,23,1115590,7.22,17.41,0.02,0.02,0.08,7.2,9.93,11.91,14.14,17.62,18.86,25.56,
3005094,"Day'Ron Sharpe",5600,C,BKN,SAS,160703,1243725,,18,8.66,6.38,1.96,0.18,1.33,0.96,0.38,10.62,15.04,17,1.34,8.34,5.54,3.17,0.76,2.61,1.79,6.3,3.35,21.95,21.95,21.76,3.89,0.19%,126,144,THURS,148967,24,3005094,15.9,28.41,0.18,0.18,0.92,15.65,19.07,21.76,23.96,27.87,29.34,36.92,
3005396,"Ziaire Williams",4400,SF,BKN,SAS,160703,1231313,,8,3.14,1.02,0.38,0.54,0.33,0.51,0.12,3.52,4.16,4.54,0.63,1.4,1.1,0.45,1.67,0.74,0.62,2.77,0.99,6.49,6.49,6.35,1.44,0.05%,126,144,THURS,149033,25,3005396,2.79,10.96,0,0,0,2.65,4.76,6.35,8.2,11.11,12.17,17.46,
3587751,"Ochai Agbaji",3100,PF,BKN,SAS,160703,1132831,,12,4.24,1.93,0.58,0.59,0.53,0.07,0.25,4.82,6.17,6.75,0.32,2.51,2.32,1.03,1.83,0.54,0.4,4.15,1.62,7.86,7.86,8.19,2.64,0.43%,126,144,THURS,72696,27,3587751,4.21,12.99,0,0,0.02,4.22,6.2,8.19,9.68,12.45,13.9,19.61,
3588057,"Josh Minott",3000,SF/PF,BKN,SAS,160703,1324299,,2.5,0.8,0.36,0.15,0.13,0.11,0.14,0.09,0.95,1.16,1.31,0.23,0.51,0.3,0.15,0.31,0.13,0.1,0.61,0.28,2.04,2.04,1.96,0.65,0%,126,144,THURS,179736,29,3588057,0.78,3.55,0,0,0,1.37,1.37,1.37,1.37,1.37,1.37,1.37,
4878197,"Noah Clowney",4800,PF,BKN,SAS,160703,1401380,,30,12.68,4.73,1.66,2.23,1.5,0.75,0.41,14.34,17.41,19.07,1.16,6.39,3.77,1.52,6.73,3.7,2.94,10.5,3.75,22.83,22.83,23.81,4.96,1.16%,126,144,THURS,244975,31,4878197,16.9,31.65,5.86,5.86,11.93,17.01,20.89,23.81,26.97,31.83,33.53,42.27,
8985497,"Drake Powell",3400,SG,BKN,SAS,160703,1542179,,18,5.24,2.03,1.25,0.7,1.14,0.45,0.12,6.49,7.27,8.52,0.57,3.28,2.33,0.93,2.46,1.41,1.27,4.79,1.63,10.12,10.12,10.57,3.11,0.43%,126,144,THURS,503267,34,8985497,6.1,15.94,0,0,0.12,6.04,8.56,10.57,12.58,15.86,17.11,23.41,
8985498,"Egor Demin",5100,PG/SG,BKN,SAS,160703,1523978,,27,10.92,3.22,3.12,2.08,1.48,0.66,0.52,14.04,14.14,17.26,1.18,6.34,4.43,1.72,5.4,1.48,1.25,9.83,3.8,21.52,21.52,22.29,4.37,0.05%,126,144,THURS,455367,35,8985498,15.46,29.94,1.69,1.69,5.29,15.28,19.28,22.29,25.3,29.8,31.56,41.07,
8985499,"Danny Wolf",4900,PF/C,BKN,SAS,160703,1415928,,18,7.76,4.32,2.63,1.14,0.86,0.44,0.81,10.39,12.08,14.71,1.25,6.95,3.93,1.6,3.61,1.56,1.16,7.54,2.74,19.78,19.78,19.75,4.03,0.05%,126,144,THURS,247158,36,8985499,13.63,26.74,0.44,0.44,2.16,13.59,17.19,19.75,22.31,26.42,28.21,36.42,
8998170,"Nolan Traore",5000,PG,BKN,SAS,160703,1590550,,28,11.73,1.94,5.1,1.43,2.35,1.02,0.38,16.83,13.67,18.77,1.4,7.04,6.65,2.72,4.42,2.62,2,11.07,4.15,23.56,23.56,24.17,4.83,0.85%,126,144,THURS,622357,38,8998170,17.21,31.85,2.84,2.84,10.12,17.3,21.12,24.17,26.97,31.8,34.09,43,
18939,"Pat Connaughton",3100,SF/PF,CHA,IND,160701,601514,,2,0.57,0.43,0.15,0.1,0.06,0.01,0,0.72,1,1.15,0.01,0.58,0.22,0.1,0.3,0.11,0.08,0.52,0.2,1.28,1.28,1.37,0.44,0.05%,136,133,THURS,12091,40,18939,0.5,2.79,0,0,0,0,0,1.37,1.64,3.56,3.84,7.4,
409262,"Miles Bridges",6100,PF,CHA,IND,160701,957479,,29.5,16.72,5.98,2.94,2.19,1.38,0.73,0.41,19.66,22.7,25.64,1.14,8.92,7.85,3.58,6.68,3.53,2.98,14.53,5.77,30.35,30.35,31.4,5.15,9.52%,136,133,THURS,75304,41,409262,23.47,40.12,8.91,8.91,18.06,23.43,27.91,31.4,34.64,39.87,42.12,51.09,
1115110,"Grant Williams",4400,PF,CHA,IND,160701,949273,,19,6.68,3.85,1.82,1.13,0.76,0.31,0.39,8.5,10.53,12.35,0.7,5.67,2.01,0.92,3.14,1.79,1.45,5.15,2.05,15.37,15.37,15.81,3.59,0.48%,136,133,THURS,69933,42,1115110,10.39,22.13,0.13,0.13,0.62,10.29,13.3,15.81,18.07,22.08,23.84,30.87,
1115205,"Coby White",6000,PG/SG,CHA,IND,160701,1138387,,21,12.4,2.83,3,1.78,1.91,0.51,0.04,15.4,15.23,18.23,0.55,5.83,5.01,2.17,5,3.17,2.7,10.01,3.95,20.04,20.04,21.47,3.58,0.05%,136,133,THURS,86731,43,1115205,14.77,28.91,0.21,0.21,0.8,14.82,18.4,21.47,24.54,29.39,31.44,39.88,
2439295,"LaMelo Ball",8900,PG,CHA,IND,160701,1257420,,27,20.47,4.16,6.47,3.52,2.32,0.88,0.07,26.94,24.63,31.1,0.95,10.63,8.34,3.32,9.95,3.79,3.29,18.29,6.84,35.7,35.7,38,4.27,1.06%,136,133,THURS,161285,45,2439295,28.97,47.9,2.06,2.06,4.06,29.21,34.12,38,41.88,48.08,50.69,61.27,
2439366,"Josh Green",3700,SG/SF,CHA,IND,160701,1193670,,12,4,1.47,0.51,0.76,0.53,0.54,0.14,4.51,5.47,5.98,0.68,1.98,1.3,0.64,1.85,0.55,0.43,3.15,1.4,8.04,8.04,8.08,2.18,0.05%,136,133,THURS,92617,46,2439366,3.9,13.16,0,0,0,3.91,6.26,8.08,10.17,13.29,14.6,20.59,
2439402,"Xavier Tillman",3000,C,CHA,IND,160701,1078665,,1,0.22,0.14,0.02,0.03,0.06,0.01,0,0.24,0.36,0.38,0.01,0.16,0.16,0.06,0.16,0.03,0.02,0.32,0.09,0.39,0.39,0.43,0.14,0.22%,136,133,THURS,71549,47,2439402,0.43,0.43,0,0,0,0.18,0.31,0.43,0.55,0.74,0.78,0.82,
3005499,"Tre Mann",3400,PG/SG,CHA,IND,160701,1175356,,2,0.83,0.32,0.22,0.12,0.11,0.11,0.05,1.05,1.15,1.37,0.16,0.54,0.46,0.18,0.34,0.12,0.1,0.8,0.3,1.91,1.91,1.89,0.56,0.27%,136,133,THURS,91333,48,3005499,0.69,2.89,0,0,0,0,1.26,1.89,3.15,5.04,6.3,10.4,
3588157,"Moussa Diabate",5800,C,CHA,IND,160701,1324359,,29,7.45,10,2.24,0.01,0.84,0.72,0.96,9.69,17.45,19.69,1.68,12.24,4.48,2.84,0.05,2.72,1.72,4.53,2.85,27.01,27.01,26.47,4.56,0.41%,136,133,THURS,179227,50,3588157,20.13,33.8,1.61,1.61,5.33,20.19,23.72,26.47,29.22,33.96,35.96,43.7,
4878218,"Brandon Miller",7900,SF,CHA,IND,160701,1401381,,31,23.04,4.86,3.25,3.76,2.95,1.49,0.81,26.29,27.9,31.15,2.3,8.11,9.82,4.13,10.36,4.01,3.49,20.18,7.89,37.7,37.7,39.04,4.94,11.47%,136,133,THURS,244988,51,4878218,29.72,49.23,12.44,12.44,14.18,29.66,34.98,39.04,42.84,49.43,51.97,62.36,
8985519,"Kon Knueppel",7400,SG,CHA,IND,160701,1519132,,31,21.3,5.26,3.19,3.71,1.8,0.98,0.26,24.49,26.56,29.75,1.24,8.45,6.96,3.45,8.51,3.65,3.26,15.47,7.16,34.32,34.32,36.16,4.89,6.09%,136,133,THURS,458104,56,8985519,27.2,51.35,9.76,9.76,18.47,27.31,32.11,36.16,39.7,45.52,47.79,59.17,
8998193,"Ryan Kalkbrenner",4500,C,CHA,IND,160701,1236052,,17,4.26,4.79,0.87,0,0.38,0.43,0.89,5.13,9.05,9.92,1.32,5.66,2.2,1.63,0,1.44,0.99,2.2,1.63,14.89,14.89,14,3.11,0.05%,136,133,THURS,149525,58,8998193,9.4,19.2,0,0,0.03,9.5,12,14,16,19.25,20.75,26.25,
8998194,"Sion James",3200,SF/PF,CHA,IND,160701,1232338,,18.5,3.58,3.17,2.08,0.63,0.57,0.6,0.21,5.66,6.75,8.83,0.81,5.25,1.16,0.43,1.75,1.01,0.84,2.91,1.06,12.36,12.36,12.31,3.85,0.05%,136,133,THURS,148709,59,8998194,7.72,17.62,0.13,0.13,0.69,7.79,10.3,12.31,14.32,17.59,19.09,24.87,
35176,"Guerschon Yabusele",4900,PF/C,CHI,POR,160705,920087,,29.5,11.5,7.13,2.81,1.86,1.17,0.86,0.46,14.31,18.63,21.44,1.32,9.94,4.64,2.12,5.09,2.33,1.68,9.73,3.98,27.06,27.06,27.72,5.66,4.15%,130,147,THURS,28058,62,35176,20.21,36.16,10.5,10.5,25.4,20.28,24.64,27.72,30.8,35.93,38.24,47.74,
408896,"Collin Sexton",4700,SG/SF,CHI,POR,160705,1061642,,28.5,15.47,2.41,2.11,1.48,2.15,1.89,0.24,17.58,17.88,19.99,2.13,4.52,7.9,3.7,3.74,4.21,3.62,11.64,5.18,25.77,25.77,25.57,5.44,17.29%,130,147,THURS,75326,64,408896,18.25,33.58,8.33,8.33,20.08,18.41,22.5,25.57,28.64,33.5,35.31,44.49,
2439210,"Isaac Okoro",4400,SG/SF,CHI,POR,160705,1193432,,32.5,12.12,3.14,1.82,1.9,0.62,0.85,0.45,13.94,15.26,17.08,1.3,4.96,5.05,2.3,5.2,2.43,1.82,10.25,4.2,21.9,21.9,22.02,5,0.92%,130,147,THURS,92179,67,2439210,15.15,29.73,3.73,3.73,12.24,15.11,18.95,22.02,25.09,29.45,31.24,39.94,
2439422,"Nick Richards",4000,C,CHI,POR,160705,1067853,,24,10.3,7.8,0.43,0.02,1.82,0.75,1.02,10.73,18.1,18.53,1.77,8.23,6.56,3.71,0.08,3.89,2.83,6.64,3.73,23.8,23.8,23.48,5.87,7.68%,130,147,THURS,69992,68,2439422,17.13,30.78,4.92,4.92,23.1,17.29,20.64,23.48,26.06,30.7,32.51,41.29,
2439441,"Tre Jones",4800,PG,CHI,POR,160705,1132030,,24,10.66,2.33,4.85,0.71,1,1.33,0.25,15.51,12.99,17.84,1.58,7.18,5.87,3.13,1.99,2.73,2.28,7.86,3.84,24.47,24.47,23.88,4.98,0.14%,130,147,THURS,161288,69,2439441,17.37,31.21,2.8,2.8,10.64,17.46,21.06,23.88,26.7,31.33,33.12,41.34,
3007077,"Josh Giddey",7300,PG,CHI,POR,160705,1323503,,28,17.31,5.35,6.11,1.43,3.58,1.36,0.3,23.42,22.66,28.77,1.66,11.46,10.64,4.75,3.93,4.57,3.53,14.57,6.18,34.3,34.3,35.54,4.87,7.73%,130,147,THURS,165223,71,3007077,27.22,44.68,6.55,6.55,10.47,27.3,31.93,35.54,39.15,44.55,46.87,56.4,
4874401,"Leonard Miller",3000,PF/C,CHI,POR,160705,1376841,,10.5,3.67,2.55,0.63,0.16,0.51,0.48,0.34,4.3,6.22,6.85,0.82,3.18,2.06,1.22,0.88,1.01,0.76,2.94,1.38,9.63,9.63,9.27,3.09,0.29%,130,147,THURS,260189,73,4874401,5.14,14.11,0,0,0.08,4.91,7.36,9.27,10.91,14.18,15.54,21.27,
6412799,"Matas Buzelis",6300,SF/PF,CHI,POR,160705,1501940,,33,21.26,6.26,2.03,2.3,2.77,0.73,1.83,23.29,27.52,29.55,2.56,8.29,11.74,5.46,6.31,4.35,3.42,18.05,7.76,36.73,36.73,37.11,5.89,34.42%,130,147,THURS,368367,74,6412799,28.31,46.71,30.35,30.35,31.66,28.47,33.3,37.11,40.92,46.51,48.8,59.48,
6413060,"Robert Dillingham",3900,PG,CHI,POR,160705,1429354,,24,10.87,3.5,3.69,1.13,2.7,1.59,0.03,14.56,14.37,18.06,1.62,7.19,8.33,3.21,3.42,1.51,1.06,11.75,4.34,22.77,22.77,23.24,5.96,10.02%,130,147,THURS,288775,75,6413060,16.36,30.91,7.77,7.77,25.65,16.34,20.18,23.24,26.3,30.9,32.69,40.61,
9010955,"Lachlan Olbrich",3000,C,CHI,POR,160705,1415915,,5,1.81,1.18,0.29,0.05,0.24,0.12,0.07,2.1,2.99,3.28,0.19,1.47,1.26,0.71,0.16,0.41,0.23,1.42,0.76,3.99,3.99,4.01,1.34,0.43%,130,147,THURS,246530,79,9010955,1.42,7.6,0,0,0,1.43,2.86,4.01,5.44,7.73,8.59,13.18,
3026900,"Mac McClung",3000,SG,CHI,POR,160705,1134626,,1,0.37,0.06,0.04,0.04,0.03,0.05,0.02,0.41,0.43,0.47,0.07,0.1,0.28,0.09,0.26,0.08,0.06,0.54,0.13,0.68,0.68,0.65,0.22,0.05%,130,147,THURS,86933,81,3026900,0.65,0.65,0,0,0,0.28,0.46,0.65,0.84,1.11,1.18,1.24,
13315,"Klay Thompson",4000,SG/SF,DAL,SAC,160706,457611,,24,15.06,2.68,1.38,3.42,0.94,0.79,0.36,16.44,17.74,19.12,1.15,4.06,4.7,1.93,8.87,1.13,0.95,13.57,5.35,22.86,22.86,24.02,6.01,13.36%,140,154,THURS,12329,82,13315,16.35,32.63,15.1,15.1,29.1,16.35,20.7,24.02,27.6,32.96,35.26,44.97,
13990,"Khris Middleton",5300,PF,DAL,SAC,160706,512053,,27.5,16.13,4.67,3.53,1.76,1.66,0.72,0.25,19.66,20.8,24.33,0.97,8.2,8.6,4,4.96,3.37,2.87,13.56,5.76,28.28,28.28,29.28,5.52,16.23%,140,154,THURS,12405,84,13990,21.73,37.62,10.93,10.93,23.58,21.79,25.94,29.28,32.62,37.76,39.81,49.31,
18566,"Dwight Powell",3000,C,DAL,SAC,160706,552309,,17,2.52,5.03,1.08,0.01,0.27,0.45,0.2,3.6,7.55,8.63,0.65,6.11,1.17,0.72,0.05,1.65,1.04,1.22,0.73,11.86,11.86,11.6,3.87,0.17%,140,154,THURS,12550,85,18566,7.67,16.07,0.07,0.07,0.23,7.58,9.71,11.6,13.26,15.86,17.04,22.02,
18938,"Tyus Jones",3300,PG,DAL,SAC,160706,842297,,14,4.62,1.23,2.88,0.91,0.35,0.4,0.04,7.5,5.85,8.73,0.44,4.11,1.95,0.81,2.49,0.3,0.28,4.44,1.72,11.39,11.39,11.64,3.53,0.43%,140,154,THURS,12049,86,18938,6.89,17.24,0,0,0.49,7.09,9.62,11.64,13.66,17.21,18.73,25.56,
409321,"Marvin Bagley",4900,C,DAL,SAC,160706,1076209,,28,15.9,9.16,1.73,0.41,1.63,0.81,1.26,17.63,25.06,26.79,2.07,10.89,9.99,5.91,1.08,4.11,2.85,11.07,6.32,34.07,34.07,34.01,6.94,50.26%,140,154,THURS,75292,87,409321,26.01,42.57,43.58,43.58,54.85,25.95,30.48,34.01,37.79,42.83,45.09,53.66,
1203483,"Caleb Martin",3800,SF/PF,DAL,SAC,160706,842969,,25.5,7.74,4.23,3.12,0.9,1.08,0.63,0.57,10.86,11.97,15.09,1.2,7.35,4.3,1.91,2.59,1.85,1.23,6.89,2.81,20.02,20.02,20.02,5.27,3.41%,140,154,THURS,73187,90,1203483,14.11,26.65,4.05,4.05,11.64,14.4,17.58,20.02,22.71,26.86,28.57,36.13,
2484012,"Naji Marshall",6300,SF,DAL,SAC,160706,1060704,,32,18.11,5.36,3.63,1.35,2.21,0.84,0.12,21.74,23.47,27.1,0.96,8.99,10.2,5.22,4.5,4.65,3.62,14.7,6.57,30.66,30.66,31.8,5.05,7.46%,140,154,THURS,70165,91,2484012,24.07,40.35,6.95,6.95,11.67,24.11,28.47,31.8,35.13,40.52,42.57,52.58,
3267960,"Brandon Williams",5200,PG/SG,DAL,SAC,160706,1134688,,25,16.76,3.14,4.13,0.94,2.07,1.58,0.15,20.89,19.9,24.03,1.73,7.27,9.05,4.64,3.49,5.92,4.66,12.54,5.58,29.84,29.84,29.78,5.73,31.54%,140,154,THURS,87233,92,3267960,22.28,37.94,10.57,10.57,27.33,22.6,26.59,29.78,32.97,38.02,40.15,49.99,
3588176,"Max Christie",5000,SG,DAL,SAC,160706,1340703,,32,17.68,3.45,2.65,3.07,1.36,0.86,0.31,20.33,21.13,23.78,1.17,6.1,6.19,2.76,7.64,3.44,2.96,13.83,5.83,27.95,27.95,29.17,5.83,23.16%,140,154,THURS,179747,93,3588176,21.17,38.11,16.93,16.93,30.46,21.49,25.59,29.17,32.75,38.38,40.68,49.64,
6413040,"AJ Johnson",3000,PG/SG,DAL,SAC,160706,1502175,,1,0.37,0.14,0.08,0.04,0.05,0.03,0.01,0.45,0.51,0.59,0.04,0.22,0.26,0.09,0.15,0.07,0.06,0.41,0.13,0.73,0.73,0.74,0.25,0.05%,140,154,THURS,449000,95,6413040,0.74,0.74,0,0,0,0.32,0.53,0.74,0.95,1.27,1.35,1.41,
9095566,"Miles Kelly",3000,SG,DAL,SAC,160706,1324019,,10,3.52,1.27,1.2,0.58,0.37,0.22,0.1,4.72,4.79,5.99,0.32,2.47,1.73,0.75,1.67,0.35,0.29,3.4,1.33,7.43,7.43,7.65,2.55,0.05%,140,154,THURS,179596,97,9095566,3.54,12.75,0,0,0.03,3.53,5.88,7.65,9.71,12.95,14.12,20.01,
10613000,"Moussa Cisse",3000,C,DAL,SAC,160706,1231606,,4,1,1.46,0.09,0,0.17,0.06,0.3,1.09,2.46,2.55,0.36,1.55,0.53,0.32,0,0.73,0.35,0.53,0.32,3.8,3.8,3.6,1.2,0.05%,140,154,THURS,148674,102,10613000,1.36,6.75,0,0,0,1.38,2.77,3.6,4.98,6.92,7.48,11.63,
1348,"Kevin Durant",8900,SF,HOU,ORL,160702,329525,,36.5,25.6,5.45,4.19,2.44,3.43,1.02,0.81,29.79,31.05,35.24,1.83,9.64,12.38,6.36,5.95,6.48,5.57,18.33,8.8,40.49,40.49,41.93,4.71,4.88%,141,138,THURS,12157,104,1348,32.71,51.9,7.27,7.27,9.51,32.93,37.81,41.93,45.88,51.71,54.28,65.86,
18610,"Clint Capela",3400,C,HOU,ORL,160702,830647,,12,3.14,3.86,0.43,0,0.29,0.39,0.52,3.57,7,7.43,0.91,4.29,2.62,1.33,0,0.83,0.48,2.62,1.33,10.86,10.86,10.29,3.03,0.05%,141,138,THURS,12572,106,18610,6.28,14.91,0,0,0.02,6.43,8.75,10.29,12.09,14.92,16.21,21.09,
36032,"Dorian Finney-Smith",4000,SF/PF,HOU,ORL,160702,606701,,21,4.87,2.9,0.86,1.11,0.83,0.38,0.18,5.73,7.77,8.63,0.56,3.76,1.41,0.56,3.3,0.55,0.41,4.71,1.67,10.49,10.49,11.05,2.76,0.51%,141,138,THURS,28067,108,36032,6.18,16.8,0,0,0.05,5.91,8.74,11.05,13.11,16.7,18.5,25.44,
408932,"Aaron Holiday",3200,PG,HOU,ORL,160702,884087,,1,0.39,0.12,0.08,0.08,0.03,0.05,0,0.47,0.51,0.59,0.05,0.2,0.13,0.05,0.2,0.06,0.05,0.33,0.13,0.77,0.77,0.79,0.25,0.27%,141,138,THURS,75332,109,408932,0.79,0.79,0,0,0,0.34,0.56,0.79,1.02,1.35,1.44,1.5,
409174,"Josh Okogie",4200,SG/SF,HOU,ORL,160702,941460,,8,1.73,0.83,0.22,0.25,0.28,0.29,0.06,1.95,2.56,2.78,0.35,1.05,0.68,0.31,0.64,0.51,0.35,1.32,0.56,3.83,3.83,3.78,0.9,0.05%,141,138,THURS,75296,110,409174,1.14,7.56,0,0,0,1.08,2.16,3.78,4.86,7.29,8.37,12.96,
3006967,"Alperen Sengun",9400,PF/C,HOU,ORL,160702,1323508,,34.5,18.33,8.39,6.06,0.45,3.06,1.11,1.44,24.39,26.72,32.78,2.55,14.45,12.87,6.36,1.59,6.21,4.26,14.46,6.81,42.08,42.08,42.19,4.49,2.39%,141,138,THURS,165221,113,3006967,33.37,51.65,3.95,3.95,5.26,33.24,38.1,42.19,45.77,51.65,53.95,63.16,
3587947,"Jabari Smith",6900,PF,HOU,ORL,160702,1342755,,35,14.62,7.12,1.48,2.17,1.27,0.88,0.98,16.1,21.74,23.22,1.86,8.6,6.05,2.87,6.01,3,2.38,12.06,5.04,29.69,29.69,30.09,4.36,0.39%,141,138,THURS,180850,115,3587947,22.25,39,2.39,2.39,4.27,22.07,26.58,30.09,33.35,38.62,40.62,50.65,
