PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
17121.0,CJ McCollum,6500.0,PG/SG,ATL,BKN,164222.0,522878.0,-,28.5,17.77,3.5300000000000002,3.61,2.5100000000000002,1.6300000000000001,0.73,0.5,21.38,21.3,24.91,1.23,7.140000000000001,8.99,3.98,6.5200000000000005,2.98,2.2800000000000002,15.51,6.49,29.48,29.48,30.51,4.69,0.0,135.0,126.0,THURS,12451.0,1.0,17121.0,22.52,39.39,0.0,0.0,0.0,22.37,26.95,30.51,33.56,39.19,41.7,51.11,
574538.0,Gabe Vincent,3100.0,PG,ATL,BKN,164222.0,851253.0,-,6.0,1.86,0.37,0.64,0.48,0.15,0.16,0.02,2.5,2.23,2.87,0.18,1.01,0.45,0.17,1.4000000000000001,0.1,0.08,1.85,0.65,3.65,3.65,3.81,1.23,0.0,135.0,126.0,THURS,73848.0,3.0,574538.0,1.05,7.65,0.0,0.0,0.0,1.09,2.18,3.81,5.17,7.62,8.98,14.15,
1115445.0,Nickeil Alexander-Walker,7300.0,PG/SG,ATL,BKN,164222.0,1067668.0,-,32.5,18.5,2.33,3.7600000000000002,2.91,1.8,1.42,0.27,22.26,20.830000000000002,24.59,1.69,6.09,7.5600000000000005,3.37,7.58,3.52,3.04,15.14,6.28,30.21,30.21,30.990000000000002,4.25,0.0,135.0,126.0,THURS,69666.0,4.0,1115445.0,22.76,40.11,0.0,0.0,0.0,22.79,27.400000000000002,30.990000000000002,34.58,40.21,42.52,53.53,
2439277.0,Onyeka Okongwu,7600.0,C,ATL,BKN,164222.0,1185367.0,,29.0,14.34,7.1000000000000005,2.9000000000000004,1.49,1.31,1.37,1.6500000000000001,17.240000000000002,21.44,24.34,3.02,10.0,7.37,3.88,3.96,2.79,2.13,11.33,5.37,34.96,34.96,33.9,4.46,0.0,135.0,126.0,THURS,91845.0,5.0,2439277.0,25.86,42.910000000000004,0.0,0.0,0.0,25.92,30.41,33.9,37.14,42.38,44.62,54.09,
3005263.0,Jalen Johnson,10800.0,PF,ATL,BKN,164222.0,1230356.0,,34.5,23.23,8.86,6.37,1.73,2.74,2.12,0.54,29.6,32.09,38.46,2.66,15.23,13.77,6.62,5.08,6.23,4.8100000000000005,18.85,8.35,48.660000000000004,48.660000000000004,49.33,4.57,0.0,135.0,126.0,THURS,165214.0,6.0,3005263.0,39.52,59.68,0.0,0.0,0.0,39.72,45.18,49.33,53.74,59.72,62.31,74.26,
3005340.0,Corey Kispert,3300.0,SG/SF,ATL,BKN,164222.0,1077554.0,,14.0,5.62,1.23,1.02,1.02,0.37,0.04,0.12,6.640000000000001,6.8500000000000005,7.87,0.16,2.25,1.9000000000000001,0.91,2.71,0.9500000000000001,0.76,4.61,1.93,8.74,8.74,9.33,2.83,0.0,135.0,126.0,THURS,72585.0,7.0,3005340.0,4.88,14.73,0.0,0.0,0.0,4.92,7.26,9.33,11.4,14.77,16.07,22.55,
3007111.0,Jonathan Kuminga,6000.0,SF/PF,ATL,BKN,164222.0,1271708.0,Q,23.0,13.34,5.36,2.6,1.04,1.83,1.05,0.35000000000000003,15.94,18.7,21.3,1.4000000000000001,7.96,7.2,3.45,3.08,4.61,3.3200000000000003,10.28,4.49,26.04,26.04,26.39,4.4,0.0,135.0,126.0,THURS,165213.0,8.0,3007111.0,19.48,34.06,0.0,0.0,0.0,19.79,23.6,26.39,29.69,34.26,36.29,44.910000000000004,
3012652.0,Jock Landale,3700.0,C,ATL,BKN,164222.0,850308.0,,17.0,7.19,2.97,1.1400000000000001,0.63,0.36,0.34,0.42,8.33,10.16,11.3,0.76,4.11,4.11,2.07,1.62,1.69,1.17,5.73,2.7,14.38,14.38,14.27,3.86,0.0,135.0,126.0,THURS,74198.0,9.0,3012652.0,9.22,20.11,0.0,0.0,0.0,9.17,11.98,14.27,16.56,20.13,21.66,28.79,
3587993.0,Dyson Daniels,6800.0,SG/SF,ATL,BKN,164222.0,1357745.0,Q,32.0,10.27,6.36,5.800000000000001,0.42,1.02,2.0100000000000002,0.6000000000000001,16.07,16.63,22.43,2.61,12.16,7.95,4.03,1.6400000000000001,1.55,0.93,9.59,4.45,33.410000000000004,33.410000000000004,31.98,4.7,0.0,135.0,126.0,THURS,195261.0,12.0,3587993.0,24.700000000000003,40.11,0.0,0.0,0.0,24.93,28.71,31.98,35.25,40.04,42.050000000000004,51.620000000000005,
4388493.0,Keaton Wallace,3000.0,PG,ATL,BKN,164222.0,1063166.0,,1.0,0.39,0.05,0.09,0.08,0.05,0.01,0.0,0.48,0.44,0.53,0.01,0.14,0.17,0.07,0.22,0.03,0.02,0.39,0.15,0.5700000000000001,0.5700000000000001,0.62,0.21,0.0,135.0,126.0,THURS,245561.0,13.0,4388493.0,0.62,0.62,0.0,0.0,0.0,0.27,0.44,0.62,0.8,1.06,1.1300000000000001,1.18,
4878163.0,Mouhamed Gueye,3200.0,PF/C,ATL,BKN,164222.0,1325101.0,,3.0,0.76,0.85,0.07,0.09,0.06,0.12,0.09,0.8300000000000001,1.61,1.68,0.21,0.92,0.39,0.18,0.32,0.2,0.13,0.71,0.27,2.46,2.46,2.36,0.74,0.0,135.0,126.0,THURS,180180.0,14.0,4878163.0,0.35000000000000003,5.0,0.0,0.0,0.0,0.0,1.48,2.36,3.54,5.3100000000000005,6.2,10.03,
6412725.0,Zaccharie Risacher,3800.0,SF,ATL,BKN,164222.0,1432544.0,,19.5,6.08,3.5100000000000002,0.68,0.91,0.54,1.11,0.46,6.76,9.59,10.27,1.57,4.19,3.09,1.32,2.6,1.09,0.71,5.69,2.23,15.48,15.48,14.81,3.9000000000000004,0.0,135.0,126.0,THURS,368366.0,16.0,6412725.0,9.44,20.97,0.0,0.0,0.0,9.450000000000001,12.51,14.81,17.11,21.19,22.73,29.37,
1115132.0,Nic Claxton,5800.0,C,BKN,ATL,164222.0,1061682.0,,28.0,12.08,7.08,3.2600000000000002,0.06,1.62,0.74,0.97,15.34,19.16,22.42,1.71,10.34,8.64,4.89,0.29,3.73,2.14,8.93,4.95,28.98,28.98,28.64,4.94,0.0,126.0,135.0,THURS,71024.0,22.0,1115132.0,21.72,36.31,0.0,0.0,0.0,22.01,25.85,28.64,31.68,36.24,38.300000000000004,46.64,
1115590.0,Terance Mann,3600.0,PG/SG,BKN,ATL,164222.0,879504.0,,4.0,1.6300000000000001,0.49,0.51,0.19,0.29,0.05,0.05,2.14,2.12,2.63,0.1,1.0,0.8200000000000001,0.41000000000000003,0.51,0.29,0.23,1.33,0.6000000000000001,2.99,2.99,3.16,0.88,0.0,126.0,135.0,THURS,74628.0,23.0,1115590.0,1.06,5.71,0.0,0.0,0.0,1.05,2.2800000000000002,3.16,4.21,5.79,6.5,9.48,
3005396.0,Ziaire Williams,4500.0,SG/SF,BKN,ATL,164222.0,1231313.0,Q,24.0,9.93,3.24,1.45,1.69,1.1400000000000001,1.53,0.14,11.38,13.17,14.620000000000001,1.67,4.69,3.35,1.3900000000000001,5.09,2.43,2.07,8.44,3.08,19.86,19.86,19.77,4.39,0.0,126.0,135.0,THURS,149033.0,25.0,3005396.0,13.370000000000001,27.13,0.0,0.0,0.0,12.93,16.73,19.77,22.56,26.87,28.64,37.01,
3587751.0,Ochai Agbaji,3400.0,SG/SF,BKN,ATL,164222.0,1132831.0,,10.0,4.24,1.69,0.74,0.56,0.62,0.34,0.25,4.98,5.93,6.67,0.59,2.43,2.2,1.09,1.73,0.51,0.38,3.93,1.6500000000000001,8.53,8.53,8.61,2.5300000000000002,0.0,126.0,135.0,THURS,72696.0,27.0,3587751.0,4.46,13.66,0.0,0.0,0.0,4.7,6.78,8.61,10.700000000000001,13.83,15.13,20.61,
3587995.0,E.J. Liddell,3200.0,C,BKN,ATL,164222.0,1176246.0,,12.0,4.49,2.83,1.01,0.84,0.59,0.24,0.19,5.5,7.32,8.33,0.43,3.84,1.54,0.74,2.61,0.64,0.49,4.15,1.58,10.100000000000001,10.100000000000001,10.53,3.29,0.0,126.0,135.0,THURS,89615.0,28.0,3587995.0,6.01,18.43,0.0,0.0,0.0,6.16,8.48,10.53,12.58,15.92,17.46,24.14,
3588057.0,Josh Minott,3200.0,SF/PF,BKN,ATL,164222.0,1324299.0,,18.0,8.01,3.34,0.88,1.37,1.53,1.1400000000000001,0.37,8.89,11.35,12.23,1.51,4.22,3.13,1.44,3.54,1.28,1.03,6.67,2.81,16.34,16.34,16.45,5.14,0.0,126.0,135.0,THURS,179736.0,29.0,3588057.0,10.51,23.27,0.0,0.0,0.0,10.38,13.67,16.45,18.98,23.03,24.8,32.65,
3597454.0,Tyson Etienne,3100.0,PG,BKN,ATL,164222.0,1175318.0,,10.0,5.300000000000001,0.34,1.37,1.4000000000000001,0.66,0.02,0.01,6.67,5.64,7.01,0.03,1.71,0.67,0.21,4.33,0.98,0.68,5.0,1.61,7.19,7.19,8.21,2.65,0.0,126.0,135.0,THURS,90201.0,30.0,3597454.0,3.63,13.790000000000001,0.0,0.0,0.0,3.71,6.09,8.21,10.59,13.77,15.36,21.45,
4878197.0,Noah Clowney,5100.0,PF,BKN,ATL,164222.0,1401380.0,,24.0,14.950000000000001,3.41,1.85,2.62,1.69,0.81,0.4,16.8,18.36,20.21,1.21,5.26,4.45,1.79,7.79,4.37,3.5100000000000002,12.24,4.41,23.76,23.76,24.87,4.88,0.0,126.0,135.0,THURS,244975.0,31.0,4878197.0,16.93,33.74,0.0,0.0,0.0,16.68,21.36,24.87,28.38,33.94,35.99,46.230000000000004,
4878198.0,Jalen Wilson,3300.0,PF,BKN,ATL,164222.0,1174884.0,,20.0,8.93,2.24,1.07,1.52,0.8,0.51,0.03,10.0,11.17,12.24,0.54,3.31,3.21,1.29,4.39,2.2800000000000002,1.79,7.6000000000000005,2.81,14.040000000000001,14.040000000000001,14.780000000000001,4.48,0.0,126.0,135.0,THURS,90541.0,32.0,4878198.0,9.09,21.35,0.0,0.0,0.0,9.33,12.450000000000001,14.780000000000001,17.37,21.52,23.080000000000002,30.86,
8985497.0,Drake Powell,3500.0,SG,BKN,ATL,164222.0,1542179.0,,28.0,9.06,3.3000000000000003,2.65,1.27,2.13,0.43,0.16,11.71,12.36,15.01,0.59,5.95,3.83,1.58,4.28,2.31,2.08,8.11,2.85,16.64,16.64,17.91,5.12,0.0,126.0,135.0,THURS,503267.0,34.0,8985497.0,11.92,24.76,0.0,0.0,0.0,12.11,15.14,17.91,20.43,24.47,25.98,33.300000000000004,
8985499.0,Danny Wolf,4800.0,PF/C,BKN,ATL,164222.0,1415928.0,,28.0,14.43,7.3100000000000005,3.29,2.02,2.02,0.65,1.06,17.72,21.740000000000002,25.03,1.71,10.600000000000001,6.7,2.83,6.23,3.5300000000000002,2.72,12.93,4.8500000000000005,31.25,31.25,32.160000000000004,6.7,0.0,126.0,135.0,THURS,247158.0,36.0,8985499.0,24.12,41.07,0.0,0.0,0.0,24.310000000000002,28.61,32.160000000000004,35.96,41.28,43.300000000000004,52.17,
8998169.0,Ben Saraf,3700.0,PG,BKN,ATL,164222.0,1590554.0,,26.0,8.88,2.63,4.55,0.81,2.5100000000000002,0.73,0.19,13.43,11.51,16.06,0.92,7.18,5.33,1.93,3.43,3.2600000000000002,2.61,8.76,2.74,19.11,19.11,19.990000000000002,5.4,0.0,126.0,135.0,THURS,622358.0,37.0,8998169.0,13.92,26.86,0.0,0.0,0.0,14.100000000000001,17.43,19.990000000000002,22.81,27.17,28.96,37.160000000000004,
11247108.0,Chaney Johnson,3100.0,PF,BKN,ATL,164222.0,1475170.0,,8.0,3.7600000000000002,1.58,0.37,0.33,0.46,0.27,0.04,4.13,5.34,5.71,0.31,1.95,2.05,0.92,0.96,1.23,0.92,3.0100000000000002,1.25,6.68,6.68,6.8500000000000005,2.21,0.0,126.0,135.0,THURS,263712.0,39.0,11247108.0,3.5300000000000002,10.93,0.0,0.0,0.0,3.43,5.25,6.8500000000000005,8.22,10.73,11.870000000000001,16.44,
35181.0,Jaylen Brown,9300.0,SG/SF,BOS,OKC,164225.0,883436.0,,36.0,22.79,8.67,6.03,1.87,3.4000000000000004,1.04,0.41000000000000003,28.82,31.46,37.49,1.45,14.700000000000001,13.05,6.140000000000001,5.46,6.390000000000001,4.9,18.51,8.01,43.19,43.19,45.27,4.87,0.0,125.0,148.0,THURS,28025.0,41.0,35181.0,35.68,55.46,0.0,0.0,0.0,35.47,41.21,45.27,49.51,55.59,58.24,68.57000000000001,
37782.0,Jayson Tatum,8300.0,PF,BOS,OKC,164225.0,937647.0,Q,27.0,18.92,7.0,3.37,2.47,2.25,1.01,0.32,22.29,25.92,29.29,1.33,10.370000000000001,7.97,3.49,7.26,5.4,4.5200000000000005,15.23,5.96,34.12,34.12,35.65,4.3,0.0,125.0,148.0,THURS,38272.0,42.0,37782.0,27.060000000000002,45.04,0.0,0.0,0.0,26.93,31.8,35.65,38.980000000000004,44.37,46.68,56.68,
37858.0,Derrick White,8000.0,PG,BOS,OKC,164225.0,796009.0,Q,36.0,15.26,4.53,5.4,2.57,1.46,0.86,1.32,20.66,19.79,25.19,2.18,9.93,6.2,2.6,7.25,2.66,2.34,13.450000000000001,5.17,33.88,33.88,34.0,4.25,0.0,125.0,148.0,THURS,38299.0,43.0,37858.0,25.63,43.2,0.0,0.0,0.0,25.88,30.45,34.0,37.550000000000004,43.13,45.160000000000004,54.81,
2439093.0,Payton Pritchard,6600.0,PG/SG,BOS,OKC,164225.0,945610.0,,33.0,15.14,3.5500000000000003,4.45,2.63,1.57,0.66,0.23,19.59,18.69,23.14,0.89,8.0,6.34,2.95,6.86,1.56,1.34,13.200000000000001,5.58,27.18,27.18,28.580000000000002,4.33,0.0,125.0,148.0,THURS,73477.0,44.0,2439093.0,20.78,37.36,0.0,0.0,0.0,20.86,25.23,28.580000000000002,31.93,37.33,39.39,49.95,
3005208.0,Luka Garza,3800.0,C,BOS,OKC,164225.0,1061057.0,,17.0,6.76,4.0600000000000005,0.8,0.68,0.65,0.32,0.37,7.5600000000000005,10.82,11.620000000000001,0.6900000000000001,4.86,3.1,1.6400000000000001,1.76,1.94,1.45,4.86,2.32,14.25,14.25,14.43,3.8000000000000003,0.0,125.0,148.0,THURS,72919.0,45.0,3005208.0,9.26,20.35,0.0,0.0,0.0,9.53,12.370000000000001,14.43,16.490000000000002,20.1,21.650000000000002,28.6,
3005606.0,Neemias Queta,6100.0,C,BOS,OKC,164225.0,1142902.0,,28.0,8.96,9.76,1.08,0.0,1.23,0.64,1.32,10.040000000000001,18.72,19.8,1.96,10.84,5.73,3.67,0.0,2.31,1.62,5.73,3.67,26.94,26.94,26.32,4.3100000000000005,0.0,125.0,148.0,THURS,86307.0,46.0,3005606.0,19.69,34.05,0.0,0.0,0.0,19.61,23.48,26.32,29.16,34.06,36.13,43.87,
