date,preset,archetype,config_hash,lineup_index,ricky_rank,ricky_tag,ricky_score,total_gpp_score,total_ceil,total_proj,total_actual,avg_own_pct,total_salary,diff
2026-03-12,GPP Main,Default,98ba688b,12,5,,1.452,269.8809783891982,352.69,190.8334628461144,181.5,0.0376705,50000,-9.3334628461144
2026-03-12,GPP Main,Default,98ba688b,26,36,,0.0366,250.5643716659434,288.32,199.97465668872377,176.5,0.031522875,50000,-23.47465668872377
2026-03-12,GPP Main,Default,98ba688b,35,34,,0.0945,248.23498800347457,304.29,192.317218992383,170.25,0.037694500000000006,49900,-22.067218992383005
2026-03-12,GPP Main,Default,98ba688b,18,30,,0.3742,256.9534450793962,293.09,196.0306696982738,167.25,0.02524625,49800,-28.78066969827381
2026-03-12,GPP Main,Default,98ba688b,38,38,,-0.0706,247.44457266360575,292.91,195.51444297853513,101.5,0.037691875,49400,-94.01444297853513
2026-03-09,GPP Main,Default,98ba688b,33,20,,0.9107,246.9152610902617,295.72,196.95373721333354,302.75,0.075675,50000,105.79626278666646
2026-03-09,GPP Main,Default,98ba688b,8,6,,1.0978,246.2887252595469,351.05,196.32427923173694,299.5,0.3511625,50000,103.17572076826306
2026-03-09,GPP Main,Default,98ba688b,25,36,,0.3361,239.43364199165978,289.19,194.92678968140916,297.25,0.11975,49500,102.32321031859084
2026-03-09,GPP Main,Default,98ba688b,12,4,,1.2364,248.35691603839388,350.56,193.9895131557625,286.0,0.3409875,50000,92.0104868442375
2026-03-09,GPP Main,Default,98ba688b,5,14,,0.968,244.84285849639645,350.14,190.36271813757392,284.5,0.3867125,49200,94.13728186242608
2026-03-09,GPP Main,Default,98ba688b,11,2,SE Spicy,1.3087,249.7814155208339,350.53999999999996,192.84884799801347,284.0,0.36619999999999997,49800,91.15115200198653
2026-03-09,GPP Main,Default,98ba688b,3,18,,0.9403,244.0697266184536,350.73,192.25037246846833,281.0,0.36443749999999997,49800,88.74962753153167
2026-03-09,GPP Main,Default,98ba688b,13,17,,0.9499,248.72602708940445,282.48,195.94781756470272,279.75,0.039787499999999996,49700,83.80218243529728
2026-03-09,GPP Main,Default,98ba688b,9,11,,1.019,245.11215076963612,353.05,192.32937873166557,279.5,0.374325,49900,87.17062126833443
2026-03-09,GPP Main,Default,98ba688b,10,5,,1.1801,247.64954081467832,351.05,193.25706211268306,279.0,0.3588375,49800,85.74293788731694
2026-03-09,GPP Main,Default,98ba688b,37,24,,0.7715,244.9550142006857,297.83,195.5042776819529,269.75,0.1118125,49900,74.24572231804709
2026-03-09,GPP Main,Default,98ba688b,6,1,SE Core,1.325,249.4981133106792,356.46999999999997,193.20818585848136,263.5,0.3828,50000,70.29181414151864
2026-03-09,GPP Main,Default,98ba688b,1,8,,1.0377,245.39311025002957,350.45,191.78760644158808,262.25,0.3474,50000,70.46239355841192
2026-03-09,GPP Main,Default,98ba688b,7,9,,1.0377,245.39311025002957,350.45,191.78760644158808,262.25,0.3474,50000,70.46239355841192
2026-03-09,GPP Main,Default,98ba688b,0,12,,0.9841,244.68467994927036,350.99,192.03008171596144,259.75,0.3623,50000,67.71991828403856
2026-03-09,GPP Main,Default,98ba688b,22,40,,0.1432,236.85581956092938,284.46000000000004,189.97872213160292,259.5,0.10352499999999999,49500,69.52127786839708
2026-03-09,GPP Main,Default,98ba688b,15,27,,0.6776,244.4091578550922,289.08,196.7974020566612,258.0,0.09615,49800,61.20259794333879
2026-03-09,GPP Main,Default,98ba688b,16,21,,0.8699,246.27869663564258,298.9,194.89616030299564,249.75,0.107175,49500,54.85383969700436
2026-03-09,GPP Main,Default,98ba688b,27,15,,0.9677,248.36451601813351,292.12,192.33800282233793,249.5,0.0857375,49900,57.16199717766207
2026-03-09,GPP Main,Default,98ba688b,31,13,,0.9721,247.5772845175959,307.35,195.15037825578395,248.75,0.17051249999999998,49900,53.59962174421605
2026-03-09,GPP Main,Default,98ba688b,28,33,,0.5311,242.63634462867344,286.39,192.48484159880016,247.75,0.107875,49700,55.26515840119984
2026-03-09,GPP Main,Default,98ba688b,21,28,,0.6257,244.84384253090664,274.99,192.91442576946184,246.0,0.0536875,49200,53.08557423053816
2026-03-09,GPP Main,Default,98ba688b,38,38,,0.3261,239.1333106423649,284.87,194.51333268811132,246.0,0.0642,49700,51.48666731188868
2026-03-09,GPP Main,Default,98ba688b,4,10,,1.0347,245.17316980921953,353.28,191.34042868523198,243.75,0.3619625,50000,52.409571314768016
2026-03-09,GPP Main,Default,98ba688b,17,26,,0.7335,243.70077312443294,305.58,193.61998103648784,243.25,0.13585,49800,49.63001896351216
2026-03-09,GPP Main,Default,98ba688b,2,7,,1.0686,245.83106156128233,350.44,192.2404519942094,238.0,0.344325,49800,45.759548005790606
2026-03-09,GPP Main,Default,98ba688b,19,22,,0.8607,246.96237551681995,290.32,194.6765101282391,236.75,0.08728749999999999,49700,42.0734898717609
2026-03-09,GPP Main,Default,98ba688b,14,23,,0.8008,246.81137185082363,285.49,203.13422880281763,235.75,0.10101249999999999,50000,32.61577119718237
2026-03-09,GPP Main,Default,98ba688b,35,39,,0.224,239.6086211355866,267.12,192.9188855233569,234.5,0.0506125,49700,41.58111447664311
2026-03-09,GPP Main,Default,98ba688b,26,29,,0.6183,244.0887708439225,280.52,192.96997540187056,228.0,0.057499999999999996,49400,35.030024598129444
2026-03-09,GPP Main,Default,98ba688b,18,19,,0.9189,247.28053349546613,300.23,195.35998784279724,224.0,0.1408,49200,28.64001215720276
2026-03-09,GPP Main,Default,98ba688b,39,3,SE Alt,1.2486,252.23741862220544,293.09000000000003,197.4720482602346,211.25,0.059275,49900,13.777951739765399
2026-03-09,GPP Main,Default,98ba688b,24,35,,0.3682,240.79216806925194,279.43,197.64181746840808,205.0,0.091225,50000,7.358182531591922
2026-03-09,GPP Main,Default,98ba688b,36,30,,0.5764,245.72247180224392,257.76,197.98305153755922,204.5,0.0121125,50000,6.51694846244078
2026-03-09,GPP Main,Default,98ba688b,32,34,,0.5302,242.87361278446903,280.27,193.21681959160856,196.5,0.06645,49600,3.283180408391445
2026-03-09,GPP Main,Default,98ba688b,29,31,,0.5468,243.5294741460217,272.84,197.59546050902003,186.0,0.023725,50000,-11.595460509020029
2026-03-09,GPP Main,Default,98ba688b,34,16,,0.9515,248.46266575285057,285.12,194.49690056940162,180.5,0.0430625,49900,-13.996900569401618
2026-03-09,GPP Main,Default,98ba688b,30,32,,0.5394,243.51198923187835,273.36,196.09123021089067,178.5,0.03685,50000,-17.59123021089067
2026-03-09,GPP Main,Default,98ba688b,20,25,,0.7556,246.57080856053307,276.71,193.94372964670652,165.5,0.0490875,49900,-28.443729646706515
2026-03-09,GPP Main,Default,98ba688b,23,37,,0.3304,241.09629761062385,268.44,197.86887248738128,124.25,0.0518125,50000,-73.61887248738128
2026-03-08,GPP Main,Default,98ba688b,21,8,,1.2807,270.97933519283043,306.95,193.02469758608729,266.25,0.007393625,49200,73.22530241391271
2026-03-08,GPP Main,Default,98ba688b,34,13,,1.0362,268.05238210500494,307.59000000000003,188.12412006673475,263.5,0.013532250000000001,49800,75.37587993326525
2026-03-08,GPP Main,Default,98ba688b,6,19,,0.917,266.9273945627961,305.86,194.46941971080437,256.5,0.013421875000000002,49700,62.030580289195626
2026-03-08,GPP Main,Default,98ba688b,32,18,,0.9198,269.9436596513244,294.69,195.519268769927,256.25,0.0010683749999999999,49700,60.73073123007299
2026-03-08,GPP Main,Default,98ba688b,19,31,,0.5788,263.7975634252659,304.03,192.28289310291595,254.0,0.019602375000000002,49900,61.71710689708405
2026-03-08,GPP Main,Default,98ba688b,16,14,,0.9916,267.03098793980314,308.15,195.11569256918602,253.5,0.013840250000000002,49700,58.384307430813976
2026-03-08,GPP Main,Default,98ba688b,37,20,,0.882,267.1217813411123,304.39,192.78272396407925,252.5,0.013267625000000002,49600,59.71727603592075
2026-03-08,GPP Main,Default,98ba688b,3,9,,1.2557,271.35188280661896,305.39,193.64878431718827,249.0,0.007066,50000,55.35121568281173
2026-03-08,GPP Main,Default,98ba688b,11,37,,0.1401,259.0686372931477,298.78,192.43067938216785,240.25,0.01940625,49200,47.81932061783215
2026-03-08,GPP Main,Default,98ba688b,35,28,,0.6843,267.97140127003877,293.84999999999997,195.7387426466143,240.0,0.006984125000000001,49700,44.2612573533857
2026-03-08,GPP Main,Default,98ba688b,20,30,,0.5971,263.05430461707675,303.0,192.67847603395148,238.0,0.013761125,49800,45.32152396604852
2026-03-08,GPP Main,Default,98ba688b,27,5,,1.5094,274.3116795146094,308.24,196.6214453129247,237.5,0.007589125,50000,40.87855468707531
2026-03-08,GPP Main,Default,98ba688b,1,38,,0.0776,261.53067632600414,289.6,187.8907454589255,236.5,0.013202,49700,48.609254541074506
2026-03-08,GPP Main,Default,98ba688b,7,25,,0.7692,266.5123357010736,296.14,190.36834198619673,235.25,0.001287,49700,44.881658013803275
2026-03-08,GPP Main,Default,98ba688b,29,16,,0.9607,266.9583921672246,307.35,193.68787539039485,232.75,0.013867500000000001,50000,39.06212460960515
2026-03-08,GPP Main,Default,98ba688b,12,29,,0.6655,265.2802084965461,298.11,192.77585602975054,232.25,0.007384375,49700,39.47414397024946
2026-03-08,GPP Main,Default,98ba688b,15,17,,0.9409,267.21158077308905,303.12,190.10021607395646,230.25,0.007356125000000001,49800,40.14978392604354
2026-03-08,GPP Main,Default,98ba688b,10,15,,0.9768,267.4450784055881,306.92,195.26732659316957,229.25,0.013703125,49300,33.98267340683043
2026-03-08,GPP Main,Default,98ba688b,5,6,,1.466,271.8524829936051,311.25,193.27563647778476,229.0,0.00777175,49700,35.72436352221524
2026-03-08,GPP Main,Default,98ba688b,38,3,SE Alt,1.5473,273.37077287869533,311.08,197.25766989193278,226.75,0.007734,49900,29.49233010806722
2026-03-08,GPP Main,Default,98ba688b,18,24,,0.7875,266.6451434728213,296.44,192.62941887122872,225.75,0.00123225,49900,33.12058112877128
2026-03-08,GPP Main,Default,98ba688b,33,27,,0.7483,265.36050715855447,303.55,193.60447667327074,225.25,0.013638375000000001,49400,31.64552332672926
2026-03-08,GPP Main,Default,98ba688b,25,12,,1.115,270.9536628118206,301.94,195.05375500057394,224.75,0.0073281250000000004,50000,29.696244999426057
2026-03-08,GPP Main,Default,98ba688b,17,40,,-0.1545,256.70761633223447,290.94,188.0766423909313,222.75,0.013342625,50000,34.67335760906869
2026-03-08,GPP Main,Default,98ba688b,14,22,,0.8587,268.499039456796,301.46,193.0655545549288,222.5,0.013572500000000001,49900,29.43444544507119
2026-03-08,GPP Main,Default,98ba688b,2,11,,1.226,271.13343778158384,302.1,192.33705689732864,220.25,0.00142625,49900,27.912943102671363
2026-03-08,GPP Main,Default,98ba688b,22,4,,1.544,272.67539966892195,309.19,192.22770217574865,219.5,0.001643125,50000,27.272297824251353
2026-03-08,GPP Main,Default,98ba688b,28,2,SE Spicy,1.594,272.68713163994965,313.84999999999997,194.5716227879864,214.25,0.008096750000000002,49900,19.6783772120136
2026-03-08,GPP Main,Default,98ba688b,8,26,,0.7596,266.7852384638785,298.19,191.1581058034467,212.25,0.007013125,49800,21.091894196553312
2026-03-08,GPP Main,Default,98ba688b,9,39,,-0.1425,259.0643258335716,290.26,199.2153252142769,211.25,0.01949075,50000,12.034674785723098
2026-03-08,GPP Main,Default,98ba688b,36,10,,1.2401,271.40438084108064,304.97,196.149148948838,211.25,0.007360500000000001,50000,15.10085105116201
2026-03-08,GPP Main,Default,98ba688b,24,32,,0.5417,264.9776206143072,297.66,192.0177393086374,209.0,0.0130545,49700,16.982260691362598
2026-03-08,GPP Main,Default,98ba688b,30,7,,1.3094,271.3252795325627,307.53000000000003,194.69814029442142,205.0,0.008014125,49800,10.301859705578579
2026-03-08,GPP Main,Default,98ba688b,23,36,,0.3329,261.99997156836815,296.53000000000003,192.2303584404766,202.0,0.013201875000000002,50000,9.769641559523393
2026-03-08,GPP Main,Default,98ba688b,31,1,SE Core,1.6272,274.0778988958874,309.40999999999997,190.0621915970378,200.25,0.001873625,49700,10.18780840296219
2026-03-08,GPP Main,Default,98ba688b,0,21,,0.8775,267.78207260712463,300.29,187.11833135328538,197.75,0.00750825,49100,10.631668646714616
2026-03-08,GPP Main,Default,98ba688b,39,35,,0.409,263.065205199435,296.98,190.65004054255894,187.0,0.013152625000000001,49300,-3.6500405425589406
2026-03-08,GPP Main,Default,98ba688b,4,23,,0.7918,265.0718977367769,305.45,194.67786152730386,182.0,0.013810625,50000,-12.677861527303861
2026-03-08,GPP Main,Default,98ba688b,13,33,,0.5172,265.08159701606854,293.83,189.53771896995033,180.0,0.0071261250000000005,50000,-9.537718969950333
2026-03-08,GPP Main,Default,98ba688b,26,34,,0.4721,263.00413830604884,299.1,193.2786039019154,165.5,0.013358375,50000,-27.778603901915403
2026-03-05,GPP Main,Default,98ba688b,21,18,,0.8027,249.14999627572809,292.34,191.60183851782296,272.25,0.02765,49500,80.64816148217704
2026-03-05,GPP Main,Default,98ba688b,3,36,,0.3977,243.0144807341728,287.74,193.81850826441564,265.25,0.0687875,49400,71.43149173558436
2026-03-05,GPP Main,Default,98ba688b,28,14,,0.9477,254.93820333379264,291.01,195.3143805511089,251.75,0.05375,50000,56.43561944889109
2026-03-05,GPP Main,Default,98ba688b,25,31,,0.4813,244.01454912805502,287.45,196.9191318454639,251.0,0.0502125,50000,54.08086815453609
2026-03-05,GPP Main,Default,98ba688b,23,23,,0.6446,244.82404466995888,305.28000000000003,191.2126569744811,249.5,0.0851625,50000,58.28734302551891
2026-03-05,GPP Main,Default,98ba688b,39,27,,0.6039,247.23629014094405,295.28999999999996,194.2303464771951,248.5,0.0898625,49800,54.2696535228049
2026-03-05,GPP Main,Default,98ba688b,24,21,,0.6886,248.97136901985522,295.48,194.11517347317218,241.25,0.08448750000000001,49700,47.13482652682782
2026-03-05,GPP Main,Default,98ba688b,18,4,,1.4189,259.6448995851973,320.39,192.02811687809344,232.5,0.0844625,49800,40.47188312190656
2026-03-05,GPP Main,Default,98ba688b,6,6,,1.3792,259.3930530320232,308.8,192.3249955220012,230.75,0.0401125,49400,38.42500447799881
2026-03-05,GPP Main,Default,98ba688b,5,20,,0.7137,247.46599868099756,302.71,189.80412440971836,230.25,0.08645,50000,40.445875590281645
2026-03-05,GPP Main,Default,98ba688b,1,12,,1.1093,255.07045203464307,309.27,191.20971910750717,223.25,0.08099999999999999,49300,32.04028089249283
2026-03-05,GPP Main,Default,98ba688b,7,22,,0.6601,248.81302240527978,293.98,197.3222681914328,218.75,0.08587499999999999,49900,21.427731808567188
2026-03-05,GPP Main,Default,98ba688b,14,2,SE Spicy,1.5376,260.9677554344962,322.65999999999997,194.8099452139781,217.75,0.0695625,50000,22.940054786021904
2026-03-05,GPP Main,Default,98ba688b,37,34,,0.4292,248.83269284818954,259.03,197.1183307949047,217.0,0.0073375,50000,19.881669205095307
2026-03-05,GPP Main,Default,98ba688b,15,11,,1.1368,254.20149111587082,313.89,190.87210821555843,216.0,0.0792375,49800,25.127891784441573
2026-03-05,GPP Main,Default,98ba688b,19,16,,0.8875,252.13587143428862,305.94,194.53825303598944,215.75,0.10616249999999999,49900,21.21174696401056
2026-03-05,GPP Main,Default,98ba688b,10,25,,0.6122,246.3158589085154,303.87,193.71892689400585,213.75,0.1139,50000,20.031073105994153
2026-03-05,GPP Main,Default,98ba688b,30,38,,0.3526,241.98660063515848,288.53999999999996,192.10527918438237,212.0,0.074425,49800,19.89472081561763
2026-03-05,GPP Main,Default,98ba688b,4,40,,0.1281,237.96056909109473,278.40999999999997,192.31838556530215,202.25,0.0510375,49600,9.931614434697849
2026-03-05,GPP Main,Default,98ba688b,31,29,,0.5276,246.42078912002114,278.14,194.7035308465086,202.25,0.024249999999999997,49400,7.546469153491387
2026-03-05,GPP Main,Default,98ba688b,11,5,,1.4024,260.899984744484,304.68,192.6296428381211,198.75,0.034362500000000004,49900,6.1203571618789
2026-03-05,GPP Main,Default,98ba688b,12,10,,1.2248,257.30634974677207,303.74,190.28135836229174,198.25,0.043725,49600,7.968641637708259
2026-03-05,GPP Main,Default,98ba688b,27,13,,1.0907,255.24673825318763,303.46,195.84580247189083,195.0,0.0629,49900,-0.8458024718908348
2026-03-05,GPP Main,Default,98ba688b,2,3,SE Alt,1.4468,263.2890885217573,303.04,195.2837936538412,193.5,0.045875000000000006,50000,-1.783793653841201
2026-03-05,GPP Main,Default,98ba688b,29,35,,0.4039,245.6077425943701,272.84000000000003,195.77274514701622,191.0,0.0343125,49600,-4.772745147016224
2026-03-05,GPP Main,Default,98ba688b,34,15,,0.8902,254.2039051050579,280.94,195.67111513802618,189.75,0.0162125,49900,-5.921115138026181
2026-03-05,GPP Main,Default,98ba688b,35,33,,0.4305,243.16537007047182,284.42,194.8439398629886,189.5,0.042312499999999996,49700,-5.343939862988606
2026-03-05,GPP Main,Default,98ba688b,17,1,SE Core,1.5874,262.932993086811,323.54,193.29613389301653,188.0,0.08462499999999999,49700,-5.296133893016531
2026-03-05,GPP Main,Default,98ba688b,13,19,,0.7717,249.24007995515547,296.13,192.44930205556122,185.75,0.059375,49600,-6.699302055561219
2026-03-05,GPP Main,Default,98ba688b,0,8,,1.346,258.6169750237443,311.72999999999996,195.0492318805809,179.5,0.05525,49700,-15.54923188058089
2026-03-05,GPP Main,Default,98ba688b,32,30,,0.524,246.26310660292577,291.02,193.75590113778443,178.75,0.08539999999999999,49700,-15.005901137784434
2026-03-05,GPP Main,Default,98ba688b,22,26,,0.6053,248.83670803101904,274.19,195.06630462280657,178.25,0.0120625,50000,-16.81630462280657
2026-03-05,GPP Main,Default,98ba688b,33,32,,0.455,243.53962226553415,302.15,190.27035468938317,178.0,0.124125,49600,-12.270354689383169
2026-03-05,GPP Main,Default,98ba688b,16,24,,0.6386,248.2173025822869,286.63,194.02000120723048,174.0,0.0496125,50000,-20.02000120723048
2026-03-05,GPP Main,Default,98ba688b,8,28,,0.5672,247.15704151609268,287.43,195.63133469796333,171.0,0.06497499999999999,49900,-24.631334697963325
2026-03-05,GPP Main,Default,98ba688b,9,9,,1.2868,256.4854856690036,313.52,195.83109854598018,168.25,0.054162499999999995,49900,-27.581098545980183
2026-03-05,GPP Main,Default,98ba688b,36,39,,0.3494,241.7551877205842,287.91,190.98304177843383,168.25,0.06905,49000,-22.73304177843383
2026-03-05,GPP Main,Default,98ba688b,26,17,,0.8283,252.97344718104705,280.61,195.40204039777694,161.0,0.0198,49900,-34.40204039777694
2026-03-05,GPP Main,Default,98ba688b,38,37,,0.3944,244.47502460601663,277.35,193.66660323669606,160.25,0.0423875,49900,-33.41660323669606
2026-03-05,GPP Main,Default,98ba688b,20,7,,1.3547,260.03190820645443,305.24,193.3618663573525,153.75,0.0422625,49700,-39.61186635735251
2026-03-04,GPP Main,Default,98ba688b,0,14,,1.1803,253.51451498625502,350.87,194.76726757484641,266.0,0.31625000000000003,49900,71.23273242515359
2026-03-04,GPP Main,Default,98ba688b,2,1,SE Core,1.4312,256.30008473174064,353.24,196.7109351822396,246.25,0.28683749999999997,50000,49.53906481776039
2026-03-04,GPP Main,Default,98ba688b,5,2,SE Spicy,1.4312,256.30008473174064,353.24,196.7109351822396,246.25,0.28683749999999997,50000,49.53906481776039
2026-03-04,GPP Main,Default,98ba688b,11,3,SE Alt,1.4312,256.30008473174064,353.24,196.7109351822396,246.25,0.28683749999999997,50000,49.53906481776039
2026-03-04,GPP Main,Default,98ba688b,3,4,,1.4137,256.0757435758051,354.40999999999997,196.85227192688146,242.75,0.298125,49800,45.89772807311854
2026-03-04,GPP Main,Default,98ba688b,6,5,,1.4137,256.0757435758051,354.40999999999997,196.85227192688149,242.75,0.298125,49800,45.897728073118515
2026-03-04,GPP Main,Default,98ba688b,7,6,,1.4137,256.0757435758051,354.40999999999997,196.85227192688149,242.75,0.298125,49800,45.897728073118515
2026-03-04,GPP Main,Default,98ba688b,1,7,,1.4137,256.0757435758051,354.40999999999997,196.85227192688149,242.75,0.298125,49800,45.897728073118515
2026-03-04,GPP Main,Default,98ba688b,9,8,,1.4137,256.0757435758051,354.40999999999997,196.85227192688149,242.75,0.298125,49800,45.897728073118515
2026-03-04,GPP Main,Default,98ba688b,4,9,,1.302,254.71755434445205,354.53999999999996,193.29796515732903,238.75,0.3125375,49800,45.45203484267097
2026-03-04,GPP Main,Default,98ba688b,8,10,,1.302,254.71755434445208,354.53999999999996,193.29796515732903,238.75,0.3125375,49800,45.45203484267097
2026-03-04,GPP Main,Default,98ba688b,10,11,,1.302,254.71755434445205,354.53999999999996,193.29796515732903,238.75,0.3125375,49800,45.45203484267097
2026-03-04,GPP Main,Default,98ba688b,25,37,,0.2795,244.8272814117826,287.59999999999997,192.0826728089939,237.0,0.0488875,49600,44.91732719100611
2026-03-04,GPP Main,Default,98ba688b,33,24,,0.7686,251.4533216035849,285.41999999999996,196.50970007839868,216.75,0.023775,49900,20.24029992160132
2026-03-04,GPP Main,Default,98ba688b,32,26,,0.7195,251.2583954321844,282.54,194.11193523385413,216.5,0.0352625,49800,22.388064766145874
2026-03-04,GPP Main,Default,98ba688b,12,13,,1.2005,256.195524345889,299.53999999999996,193.19909558005926,214.25,0.055787500000000004,49700,21.050904419940736
2026-03-04,GPP Main,Default,98ba688b,37,39,,0.1606,243.7654240283196,280.79,190.61097537598178,212.5,0.0333375,49300,21.88902462401822
2026-03-04,GPP Main,Default,98ba688b,21,20,,0.8585,251.36996836288404,305.78,195.55061616759454,210.5,0.09946250000000001,49700,14.94938383240546
2026-03-04,GPP Main,Default,98ba688b,24,15,,1.1778,255.48082443767268,301.26,196.51176558413957,209.0,0.039975,49900,12.488234415860433
2026-03-04,GPP Main,Default,98ba688b,29,35,,0.3597,245.79443436343314,289.57,198.07159394718863,208.25,0.0558625,50000,10.178406052811368
2026-03-04,GPP Main,Default,98ba688b,16,27,,0.6229,250.21005071988702,283.75,193.06566461566982,198.25,0.06675,49700,5.184335384330183
2026-03-04,GPP Main,Default,98ba688b,34,28,,0.5809,251.5945745221029,259.16,194.2902775459145,192.25,0.0034625000000000003,49700,-2.040277545914506
2026-03-04,GPP Main,Default,98ba688b,19,31,,0.428,247.05571952046938,283.39,190.50829011716218,190.75,0.0271125,49600,0.24170988283782435
2026-03-04,GPP Main,Default,98ba688b,13,22,,0.8084,252.0286988811461,295.58,196.75457974866234,189.75,0.11375,49800,-7.004579748662337
2026-03-04,GPP Main,Default,98ba688b,36,16,,1.1514,256.88834970456423,282.47,191.21782177304584,182.5,0.0123375,49000,-8.717821773045841
2026-03-04,GPP Main,Default,98ba688b,35,34,,0.4099,246.72762525195307,285.22,193.58904115137912,179.0,0.036875,50000,-14.58904115137912
2026-03-04,GPP Main,Default,98ba688b,17,18,,1.018,253.56684162282068,303.23,198.07831948232877,178.5,0.0781125,49900,-19.578319482328766
2026-03-04,GPP Main,Default,98ba688b,20,33,,0.4187,247.51809842934264,277.84999999999997,193.91353303248843,178.5,0.024175000000000002,50000,-15.41353303248843
2026-03-04,GPP Main,Default,98ba688b,27,32,,0.4268,247.2767948259226,281.89,193.07811942391132,176.5,0.03225,50000,-16.578119423911318
2026-03-04,GPP Main,Default,98ba688b,23,21,,0.8092,252.31522241663077,287.5,195.3192569698886,175.5,0.0649,49900,-19.819256969888613
2026-03-04,GPP Main,Default,98ba688b,22,25,,0.7568,251.5866620822767,283.31,199.40995965942778,170.75,0.028,50000,-28.659959659427784
2026-03-04,GPP Main,Default,98ba688b,30,30,,0.4527,247.7032868107875,282.0,197.24255414454592,170.25,0.038587500000000004,49900,-26.99255414454592
2026-03-04,GPP Main,Default,98ba688b,15,38,,0.2651,247.07246288169742,261.66,194.5477576245937,162.0,0.0106125,49300,-32.547757624593686
2026-03-04,GPP Main,Default,98ba688b,28,12,,1.2746,257.48287550648826,294.03999999999996,194.84850756983536,143.25,0.028874999999999998,49800,-51.59850756983536
2026-03-04,GPP Main,Default,98ba688b,14,23,,0.8009,253.09980887664068,273.0,192.66616561240437,140.25,0.008025000000000001,49900,-52.41616561240437
2026-03-04,GPP Main,Default,98ba688b,18,19,,0.9226,252.64146643484423,300.37,198.99208714069144,139.25,0.08256250000000001,49800,-59.74208714069144
2026-03-04,GPP Main,Default,98ba688b,38,17,,1.0347,254.62283586315573,288.65,196.1155890879296,139.25,0.015125,49800,-56.86558908792961
2026-03-04,GPP Main,Default,98ba688b,39,29,,0.5215,250.49047525993743,262.11,192.5412731440899,123.75,0.006975,50000,-68.7912731440899
2026-03-04,GPP Main,Default,98ba688b,26,40,,0.0744,244.90420089907624,257.93,196.06258412849323,121.75,0.012400000000000001,49500,-74.31258412849323
2026-03-04,GPP Main,Default,98ba688b,31,36,,0.3588,246.9688665795307,276.68,199.43389860816035,119.5,0.034725,49900,-79.93389860816035
2026-03-02,GPP Main,Default,98ba688b,8,8,,1.0983,243.42216917087583,279.37,195.09899542767582,226.0,0.0392,49600,30.901004572324183
2026-03-02,GPP Main,Default,98ba688b,34,7,,1.1038,241.45834110011106,302.97,193.3155656439282,199.5,0.1744125,49900,6.18443435607179
2026-03-02,GPP Main,Default,98ba688b,36,6,,1.1141,244.01489505766605,282.53,197.4564569450738,195.75,0.08225,49800,-1.7064569450737963
2026-03-02,GPP Main,Default,98ba688b,28,9,,1.0941,243.56067767387088,296.2,190.58699092832228,195.25,0.2025,49500,4.66300907167772
2026-03-02,GPP Main,Default,98ba688b,37,15,,1.0282,241.43374994267685,291.33,195.42165166390754,191.75,0.1134375,49700,-3.6716516639075394
2026-03-02,GPP Main,Default,98ba688b,14,12,,1.0623,244.2453660902577,277.48,190.20976749744452,183.75,0.077325,49400,-6.459767497444517
2026-03-02,GPP Main,Default,98ba688b,25,2,SE Spicy,1.3217,246.65956737174685,285.59,194.29842642418205,180.0,0.0867375,49800,-14.298426424182054
2026-03-02,GPP Main,Default,98ba688b,17,10,,1.0898,243.3260998813925,285.84,192.24111024101546,176.75,0.1002875,49700,-15.491110241015463
2026-03-02,GPP Main,Default,98ba688b,27,1,SE Core,1.5379,248.33119514063102,297.58,193.19569976540893,173.25,0.1290875,50000,-19.945699765408932
2026-03-02,GPP Main,Default,98ba688b,38,26,,0.784,240.78595919269802,275.09,190.93751573113707,165.0,0.0905625,49200,-25.93751573113707
2026-03-02,GPP Main,Default,98ba688b,35,3,SE Alt,1.3017,245.46487578763305,288.86,196.46797016351894,164.25,0.081425,49700,-32.21797016351894
2026-03-02,GPP Main,Default,98ba688b,31,21,,0.8911,242.37229067961513,267.89,193.86719099751323,158.75,0.020825,49600,-35.117190997513234
2026-03-02,GPP Main,Default,98ba688b,6,29,,0.7692,239.4607884568482,278.11,192.73431856546136,157.5,0.074425,49700,-35.234318565461365
2026-03-02,GPP Main,Default,98ba688b,33,20,,0.8937,239.35678351189733,288.23,194.8570743851639,157.0,0.08560000000000001,50000,-37.85707438516391
2026-03-02,GPP Main,Default,98ba688b,7,34,,0.5419,237.60157644141552,266.65999999999997,194.54895482476087,155.5,0.036449999999999996,50000,-39.04895482476087
2026-03-02,GPP Main,Default,98ba688b,11,37,,0.4646,237.18113294122162,264.4,197.63007625120648,152.25,0.0471125,49800,-45.380076251206475
2026-03-02,GPP Main,Default,98ba688b,26,16,,1.0103,242.73540741268312,284.69,195.78905917210875,151.0,0.1157,50000,-44.78905917210875
2026-03-02,GPP Main,Default,98ba688b,20,35,,0.5228,239.0614801795397,256.65,193.9337650642528,150.25,0.0147375,49500,-43.68376506425281
2026-03-02,GPP Main,Default,98ba688b,15,22,,0.8714,239.04170815103132,288.26,188.71902378719528,148.75,0.08723750000000001,49600,-39.96902378719528
2026-03-02,GPP Main,Default,98ba688b,2,38,,0.4333,236.0874687711808,265.59,194.35405387797408,145.75,0.03375,49900,-48.60405387797408
